ELAPSED_TIME,SESSION_TIME,INT_NUM,INT_SUM_OF_SQUARES,INT_RMSD_C,SES_NUM,SES_SUM_OF_SQUARES,SES_RMSD_C,RUN_NUM,RUN_SUM_OF_SQUARES,RUN_RMSD_C,,TRCK_2015_03301214.csv
00:00:17.0,00:15,276,171552,24.931,276,171552,24.931,276,171552,24.931,
00:00:31.9,00:30,274,705004,50.725,550,876556,39.922,550,876556,39.922,
00:00:47.0,00:45,276,283824,32.068,826,1160380,37.481,826,1160380,37.481,
00:01:02.0,01:00,274,1137326,64.427,1100,2297706,45.704,1100,2297706,45.704,
00:01:16.9,01:15,274,348089,35.643,1374,2645795,43.882,1374,2645795,43.882,
00:01:32.0,01:30,276,427776,39.369,1650,3073571,43.160,1650,3073571,43.160,
00:01:46.9,01:45,274,164646,24.513,1924,3238217,41.025,1924,3238217,41.025,
