ELAPSED_TIME,TANK_A,TANK_B,TANK_C,TANK_D,DIFF_A,DIFF_B,,RMAN_2015_03301214.csv
00:00:30.0,2123,2123,1000,1000,-377,-377
00:01:00.0,1928,1733,805,1000,-572,-767
00:01:30.0,1864,1918,779,675,-636,-582
00:02:00.0,1774,1971,779,532,-726,-529
00:02:30.0,1684,1881,779,532,-816,-619
