# timestamp, confidence,diameter,time from start
1.43E+09,1.00E+00,7.85E+01,37.79
1.43E+09,1.00E+00,7.85E+01,37.82
1.43E+09,1.00E+00,7.86E+01,37.86
1.43E+09,1.00E+00,7.84E+01,37.89
1.43E+09,1.00E+00,7.83E+01,37.92
1.43E+09,1.00E+00,7.84E+01,37.95
1.43E+09,1.00E+00,7.84E+01,37.97
1.43E+09,1.00E+00,7.82E+01,38.02
1.43E+09,1.00E+00,7.80E+01,38.04
1.43E+09,1.00E+00,7.81E+01,38.08
1.43E+09,1.00E+00,7.79E+01,38.13
1.43E+09,1.00E+00,7.79E+01,38.16
1.43E+09,1.00E+00,7.77E+01,38.18
1.43E+09,1.00E+00,7.76E+01,38.20
1.43E+09,1.00E+00,7.74E+01,38.24
1.43E+09,1.00E+00,7.74E+01,38.27
1.43E+09,1.00E+00,7.69E+01,38.31
1.43E+09,1.00E+00,7.65E+01,38.35
1.43E+09,1.00E+00,7.63E+01,38.37
1.43E+09,9.99E-01,7.59E+01,38.41
1.43E+09,1.00E+00,7.56E+01,38.44
1.43E+09,1.00E+00,7.52E+01,38.48
1.43E+09,1.00E+00,7.50E+01,38.51
1.43E+09,1.00E+00,7.47E+01,38.55
1.43E+09,1.00E+00,7.45E+01,38.57
1.43E+09,1.00E+00,7.41E+01,38.61
1.43E+09,1.00E+00,7.38E+01,38.64
1.43E+09,1.00E+00,7.37E+01,38.67
1.43E+09,1.00E+00,7.39E+01,38.71
1.43E+09,1.00E+00,7.38E+01,38.74
1.43E+09,1.00E+00,7.38E+01,38.78
1.43E+09,1.00E+00,7.39E+01,38.80
1.43E+09,1.00E+00,7.39E+01,38.84
1.43E+09,1.00E+00,7.37E+01,38.88
1.43E+09,1.00E+00,7.41E+01,38.91
1.43E+09,1.00E+00,7.40E+01,38.94
1.43E+09,1.00E+00,7.41E+01,38.97
1.43E+09,1.00E+00,7.42E+01,39.00
1.43E+09,1.00E+00,7.40E+01,39.04
1.43E+09,1.00E+00,7.42E+01,39.10
1.43E+09,1.00E+00,7.41E+01,39.13
1.43E+09,1.00E+00,7.43E+01,39.17
1.43E+09,1.00E+00,7.46E+01,39.21
1.43E+09,1.00E+00,7.49E+01,39.24
1.43E+09,1.00E+00,7.52E+01,39.26
1.43E+09,1.00E+00,7.52E+01,39.29
1.43E+09,1.00E+00,7.53E+01,39.33
1.43E+09,1.00E+00,7.51E+01,39.39
1.43E+09,1.00E+00,7.49E+01,39.41
1.43E+09,1.00E+00,7.47E+01,39.43
1.43E+09,1.00E+00,7.43E+01,39.47
1.43E+09,1.00E+00,7.41E+01,39.50
1.43E+09,1.00E+00,7.38E+01,39.54
1.43E+09,1.00E+00,7.36E+01,39.56
1.43E+09,1.00E+00,7.35E+01,39.60
1.43E+09,1.00E+00,7.34E+01,39.64
1.43E+09,1.00E+00,7.33E+01,39.67
1.43E+09,1.00E+00,7.31E+01,39.70
1.43E+09,1.00E+00,7.31E+01,39.73
1.43E+09,1.00E+00,7.32E+01,39.76
1.43E+09,1.00E+00,7.31E+01,39.79
1.43E+09,1.00E+00,7.31E+01,39.83
1.43E+09,1.00E+00,7.30E+01,39.88
1.43E+09,1.00E+00,7.33E+01,39.92
1.43E+09,1.00E+00,7.35E+01,39.95
1.43E+09,1.00E+00,7.35E+01,39.97
1.43E+09,1.00E+00,7.38E+01,40.01
1.43E+09,1.00E+00,7.43E+01,40.03
1.43E+09,1.00E+00,7.44E+01,40.06
1.43E+09,1.00E+00,7.49E+01,40.10
1.43E+09,1.00E+00,7.50E+01,40.12
1.43E+09,1.00E+00,7.53E+01,40.16
1.43E+09,1.00E+00,7.56E+01,40.19
1.43E+09,1.00E+00,7.57E+01,40.22
1.43E+09,1.00E+00,7.58E+01,40.26
1.43E+09,1.00E+00,7.58E+01,40.30
1.43E+09,1.00E+00,7.58E+01,40.32
1.43E+09,1.00E+00,7.59E+01,40.37
1.43E+09,1.00E+00,7.58E+01,40.39
1.43E+09,1.00E+00,7.61E+01,40.41
1.43E+09,1.00E+00,7.61E+01,40.46
1.43E+09,1.00E+00,7.65E+01,40.49
1.43E+09,1.00E+00,7.69E+01,40.52
1.43E+09,1.00E+00,7.70E+01,40.55
1.43E+09,1.00E+00,7.72E+01,40.59
1.43E+09,1.00E+00,7.75E+01,40.63
1.43E+09,1.00E+00,7.77E+01,40.66
1.43E+09,1.00E+00,7.79E+01,40.70
1.43E+09,1.00E+00,7.81E+01,40.72
1.43E+09,1.00E+00,7.84E+01,40.75
1.43E+09,1.00E+00,7.85E+01,40.78
1.43E+09,1.00E+00,7.86E+01,40.82
1.43E+09,1.00E+00,7.85E+01,40.85
1.43E+09,1.00E+00,7.85E+01,40.88
1.43E+09,1.00E+00,7.83E+01,40.91
1.43E+09,1.00E+00,7.82E+01,40.94
1.43E+09,1.00E+00,7.82E+01,40.97
1.43E+09,1.00E+00,7.83E+01,41.02
1.43E+09,1.00E+00,7.83E+01,41.05
1.43E+09,1.00E+00,7.85E+01,41.08
1.43E+09,1.00E+00,7.89E+01,41.13
1.43E+09,1.00E+00,7.91E+01,41.15
1.43E+09,1.00E+00,7.95E+01,41.18
1.43E+09,1.00E+00,7.98E+01,41.21
1.43E+09,1.00E+00,8.05E+01,41.25
1.43E+09,1.00E+00,8.06E+01,41.28
1.43E+09,1.00E+00,8.09E+01,41.30
1.43E+09,1.00E+00,8.10E+01,41.35
1.43E+09,1.00E+00,8.13E+01,41.37
1.43E+09,1.00E+00,8.12E+01,41.41
1.43E+09,1.00E+00,8.13E+01,41.44
1.43E+09,1.00E+00,8.16E+01,41.48
1.43E+09,1.00E+00,8.21E+01,41.81
1.43E+09,1.00E+00,8.18E+01,41.85
1.43E+09,1.00E+00,8.16E+01,41.90
1.43E+09,9.81E-01,8.08E+01,41.94
1.43E+09,1.00E+00,8.06E+01,41.98
1.43E+09,1.00E+00,8.03E+01,42.02
1.43E+09,1.00E+00,7.99E+01,42.04
1.43E+09,1.00E+00,7.97E+01,42.08
1.43E+09,1.00E+00,7.91E+01,42.10
1.43E+09,1.00E+00,7.86E+01,42.14
1.43E+09,1.00E+00,7.82E+01,42.18
1.43E+09,1.00E+00,7.74E+01,42.22
1.43E+09,1.00E+00,7.67E+01,42.24
1.43E+09,1.00E+00,7.62E+01,42.27
1.43E+09,1.00E+00,7.57E+01,42.32
1.43E+09,1.00E+00,7.54E+01,42.33
1.43E+09,1.00E+00,7.51E+01,42.37
1.43E+09,1.00E+00,7.47E+01,42.44
1.43E+09,1.00E+00,7.43E+01,42.47
1.43E+09,1.00E+00,7.42E+01,42.50
1.43E+09,8.89E-01,7.43E+01,42.53
1.43E+09,1.00E+00,7.44E+01,42.56
1.43E+09,1.00E+00,7.43E+01,42.61
1.43E+09,1.00E+00,7.43E+01,42.63
1.43E+09,1.00E+00,7.43E+01,42.66
1.43E+09,1.00E+00,7.45E+01,42.69
1.43E+09,1.00E+00,7.48E+01,42.73
1.43E+09,1.00E+00,7.50E+01,42.76
1.43E+09,1.00E+00,7.54E+01,42.80
1.43E+09,1.00E+00,7.58E+01,42.83
1.43E+09,1.00E+00,7.60E+01,42.86
1.43E+09,1.00E+00,7.62E+01,42.89
1.43E+09,1.00E+00,7.63E+01,42.93
1.43E+09,1.00E+00,7.63E+01,42.97
1.43E+09,1.00E+00,7.64E+01,42.99
1.43E+09,9.88E-01,7.60E+01,43.03
1.43E+09,1.00E+00,7.59E+01,43.06
1.43E+09,1.00E+00,7.56E+01,43.09
1.43E+09,1.00E+00,7.54E+01,43.13
1.43E+09,1.00E+00,7.52E+01,43.16
1.43E+09,1.00E+00,7.50E+01,43.19
1.43E+09,1.00E+00,7.48E+01,43.23
1.43E+09,1.00E+00,7.49E+01,43.25
1.43E+09,1.00E+00,7.47E+01,43.30
1.43E+09,1.00E+00,7.49E+01,43.32
1.43E+09,1.00E+00,7.50E+01,43.36
1.43E+09,1.00E+00,7.50E+01,43.40
1.43E+09,1.00E+00,7.50E+01,43.42
1.43E+09,1.00E+00,7.51E+01,43.46
1.43E+09,1.00E+00,7.50E+01,43.50
1.43E+09,1.00E+00,7.52E+01,43.53
1.43E+09,1.00E+00,7.52E+01,43.56
1.43E+09,1.00E+00,7.53E+01,43.59
1.43E+09,1.00E+00,7.55E+01,43.63
1.43E+09,1.00E+00,7.57E+01,43.66
1.43E+09,1.00E+00,7.60E+01,43.69
1.43E+09,1.00E+00,7.61E+01,43.73
1.43E+09,1.00E+00,7.63E+01,43.76
1.43E+09,1.00E+00,7.65E+01,43.79
1.43E+09,1.00E+00,7.65E+01,43.82
1.43E+09,1.00E+00,7.67E+01,43.85
1.43E+09,1.00E+00,7.70E+01,43.89
1.43E+09,1.00E+00,7.70E+01,43.92
1.43E+09,1.00E+00,7.73E+01,43.96
1.43E+09,1.00E+00,7.74E+01,43.99
1.43E+09,1.00E+00,7.80E+01,44.02
1.43E+09,1.00E+00,7.83E+01,44.06
1.43E+09,1.00E+00,7.86E+01,44.10
1.43E+09,1.00E+00,7.90E+01,44.15
1.43E+09,1.00E+00,7.93E+01,44.20
1.43E+09,1.00E+00,7.95E+01,44.22
1.43E+09,1.00E+00,7.96E+01,44.25
1.43E+09,1.00E+00,7.92E+01,44.28
1.43E+09,1.00E+00,7.93E+01,44.31
1.43E+09,1.00E+00,7.88E+01,44.35
1.43E+09,1.00E+00,7.82E+01,44.38
1.43E+09,1.00E+00,7.77E+01,44.41
1.43E+09,1.00E+00,7.70E+01,44.45
1.43E+09,9.80E-01,7.61E+01,44.49
1.43E+09,9.63E-01,7.60E+01,44.52
1.43E+09,1.00E+00,7.52E+01,44.55
1.43E+09,1.00E+00,7.48E+01,44.58
1.43E+09,1.00E+00,7.43E+01,44.61
1.43E+09,1.00E+00,7.42E+01,44.64
1.43E+09,1.00E+00,7.37E+01,44.67
1.43E+09,1.00E+00,7.35E+01,44.71
1.43E+09,1.00E+00,7.33E+01,44.76
1.43E+09,1.00E+00,7.31E+01,44.78
1.43E+09,1.00E+00,7.29E+01,44.82
1.43E+09,1.00E+00,7.29E+01,44.84
1.43E+09,1.00E+00,7.31E+01,44.88
1.43E+09,1.00E+00,7.31E+01,44.91
1.43E+09,1.00E+00,7.35E+01,44.95
1.43E+09,1.00E+00,7.37E+01,44.98
1.43E+09,1.00E+00,7.41E+01,45.02
1.43E+09,1.00E+00,7.44E+01,45.05
1.43E+09,1.00E+00,7.46E+01,45.11
1.43E+09,1.00E+00,7.47E+01,45.14
1.43E+09,1.00E+00,7.48E+01,45.15
1.43E+09,1.00E+00,7.51E+01,45.18
1.43E+09,1.00E+00,7.56E+01,45.21
1.43E+09,1.00E+00,7.60E+01,45.24
1.43E+09,1.00E+00,7.64E+01,45.28
1.43E+09,1.00E+00,7.67E+01,45.30
1.43E+09,1.00E+00,7.74E+01,45.36
1.43E+09,1.00E+00,7.78E+01,45.38
1.43E+09,1.00E+00,7.88E+01,45.43
1.43E+09,1.00E+00,7.95E+01,45.47
1.43E+09,1.00E+00,8.03E+01,45.50
1.43E+09,1.00E+00,8.08E+01,45.54
1.43E+09,1.00E+00,8.12E+01,45.57
1.43E+09,1.00E+00,8.15E+01,45.61
1.43E+09,1.00E+00,8.18E+01,45.64
1.43E+09,1.00E+00,8.19E+01,45.67
1.43E+09,1.00E+00,8.22E+01,45.75
1.43E+09,1.00E+00,8.23E+01,45.77
1.43E+09,1.00E+00,8.21E+01,45.80
1.43E+09,1.00E+00,8.20E+01,45.84
1.43E+09,1.00E+00,8.16E+01,45.88
1.43E+09,9.76E-01,8.07E+01,45.92
1.43E+09,1.00E+00,7.98E+01,45.94
1.43E+09,1.00E+00,7.89E+01,45.97
1.43E+09,1.00E+00,7.80E+01,46.00
1.43E+09,1.00E+00,7.71E+01,46.03
1.43E+09,9.08E-01,7.69E+01,46.07
1.43E+09,1.00E+00,7.64E+01,46.10
1.43E+09,1.00E+00,7.59E+01,46.13
1.43E+09,1.00E+00,7.56E+01,46.16
1.43E+09,1.00E+00,7.55E+01,46.20
1.43E+09,1.00E+00,7.55E+01,46.24
1.43E+09,1.00E+00,7.54E+01,46.26
1.43E+09,1.00E+00,7.55E+01,46.29
1.43E+09,1.00E+00,7.55E+01,46.33
1.43E+09,1.00E+00,7.54E+01,46.36
1.43E+09,1.00E+00,7.55E+01,46.39
1.43E+09,1.00E+00,7.54E+01,46.45
1.43E+09,1.00E+00,7.52E+01,46.48
1.43E+09,1.00E+00,7.51E+01,46.52
1.43E+09,1.00E+00,7.48E+01,46.53
1.43E+09,1.00E+00,7.49E+01,46.56
1.43E+09,1.00E+00,7.47E+01,46.59
1.43E+09,1.00E+00,7.46E+01,46.62
1.43E+09,1.00E+00,7.46E+01,46.66
1.43E+09,1.00E+00,7.46E+01,46.69
1.43E+09,1.00E+00,7.46E+01,46.72
1.43E+09,1.00E+00,7.48E+01,46.75
1.43E+09,1.00E+00,7.47E+01,46.79
1.43E+09,1.00E+00,7.49E+01,46.83
1.43E+09,1.00E+00,7.50E+01,46.86
1.43E+09,1.00E+00,7.52E+01,46.91
1.43E+09,1.00E+00,7.51E+01,46.93
1.43E+09,1.00E+00,7.49E+01,46.95
1.43E+09,1.00E+00,7.47E+01,46.98
1.43E+09,1.00E+00,7.45E+01,47.02
1.43E+09,1.00E+00,7.43E+01,47.05
1.43E+09,1.00E+00,7.40E+01,47.08
1.43E+09,1.00E+00,7.38E+01,47.12
1.43E+09,1.00E+00,7.37E+01,47.14
1.43E+09,1.00E+00,7.37E+01,47.18
1.43E+09,1.00E+00,7.36E+01,47.21
1.43E+09,1.00E+00,7.37E+01,47.25
1.43E+09,1.00E+00,7.38E+01,47.29
1.43E+09,1.00E+00,7.38E+01,47.32
1.43E+09,1.00E+00,7.39E+01,47.36
1.43E+09,1.00E+00,7.38E+01,47.39
1.43E+09,1.00E+00,7.41E+01,47.42
1.43E+09,1.00E+00,7.43E+01,47.45
1.43E+09,1.00E+00,7.45E+01,47.49
1.43E+09,1.00E+00,7.48E+01,47.51
1.43E+09,1.00E+00,7.48E+01,47.55
1.43E+09,1.00E+00,7.48E+01,47.59
1.43E+09,1.00E+00,7.51E+01,47.62
1.43E+09,1.00E+00,7.54E+01,47.66
1.43E+09,1.00E+00,7.57E+01,47.67
1.43E+09,1.00E+00,7.62E+01,47.71
1.43E+09,1.00E+00,7.66E+01,47.76
1.43E+09,1.00E+00,7.72E+01,47.78
1.43E+09,1.00E+00,7.78E+01,47.81
1.43E+09,1.00E+00,7.84E+01,47.85
1.43E+09,1.00E+00,7.88E+01,47.88
1.43E+09,1.00E+00,7.94E+01,47.92
1.43E+09,1.00E+00,7.97E+01,47.94
1.43E+09,1.00E+00,8.01E+01,47.97
1.43E+09,1.00E+00,8.04E+01,48.01
1.43E+09,1.00E+00,8.09E+01,48.05
1.43E+09,1.00E+00,8.14E+01,48.11
1.43E+09,1.00E+00,8.16E+01,48.14
1.43E+09,1.00E+00,8.19E+01,48.17
1.43E+09,1.00E+00,8.23E+01,48.21
1.43E+09,1.00E+00,8.26E+01,48.25
1.43E+09,1.00E+00,8.30E+01,48.28
1.43E+09,1.00E+00,8.35E+01,48.31
1.43E+09,1.00E+00,8.38E+01,48.34
1.43E+09,1.00E+00,8.43E+01,48.37
1.43E+09,1.00E+00,8.49E+01,48.41
1.43E+09,1.00E+00,8.51E+01,48.44
1.43E+09,1.00E+00,8.55E+01,48.47
1.43E+09,1.00E+00,8.61E+01,48.51
1.43E+09,1.00E+00,8.67E+01,48.54
1.43E+09,1.00E+00,8.70E+01,48.57
1.43E+09,1.00E+00,8.73E+01,48.61
1.43E+09,1.00E+00,8.78E+01,48.64
1.43E+09,1.00E+00,8.80E+01,48.67
1.43E+09,1.00E+00,8.80E+01,48.72
1.43E+09,1.00E+00,8.79E+01,48.77
1.43E+09,1.00E+00,8.76E+01,48.79
1.43E+09,1.00E+00,8.71E+01,48.82
1.43E+09,1.00E+00,8.64E+01,48.85
1.43E+09,1.00E+00,8.57E+01,48.88
1.43E+09,1.00E+00,8.53E+01,48.91
1.43E+09,1.00E+00,8.48E+01,48.93
1.43E+09,1.00E+00,8.45E+01,48.97
1.43E+09,1.00E+00,8.44E+01,49.02
1.43E+09,1.00E+00,8.43E+01,49.07
1.43E+09,1.00E+00,8.44E+01,49.10
1.43E+09,1.00E+00,8.45E+01,49.13
1.43E+09,1.00E+00,8.47E+01,49.17
1.43E+09,1.00E+00,8.51E+01,49.20
1.43E+09,1.00E+00,8.53E+01,49.25
1.43E+09,1.00E+00,8.57E+01,49.27
1.43E+09,1.00E+00,8.61E+01,49.32
1.43E+09,1.00E+00,8.65E+01,49.34
1.43E+09,1.00E+00,8.71E+01,49.37
1.43E+09,1.00E+00,8.70E+01,49.41
1.43E+09,1.00E+00,8.71E+01,49.45
1.43E+09,1.00E+00,8.70E+01,49.49
1.43E+09,1.00E+00,8.71E+01,49.50
1.43E+09,1.00E+00,8.72E+01,49.52
1.43E+09,1.00E+00,8.73E+01,49.56
1.43E+09,1.00E+00,8.76E+01,49.63
1.43E+09,1.00E+00,8.79E+01,49.67
1.43E+09,1.00E+00,8.83E+01,49.70
1.43E+09,1.00E+00,8.84E+01,49.73
1.43E+09,1.00E+00,8.83E+01,49.75
1.43E+09,1.00E+00,8.78E+01,49.78
1.43E+09,1.00E+00,8.74E+01,49.82
1.43E+09,1.00E+00,8.69E+01,49.86
1.43E+09,9.49E-01,8.65E+01,49.90
1.43E+09,1.00E+00,8.58E+01,49.92
1.43E+09,1.00E+00,8.52E+01,49.96
1.43E+09,1.00E+00,8.45E+01,49.99
1.43E+09,1.00E+00,8.36E+01,50.02
1.43E+09,1.00E+00,8.26E+01,50.05
1.43E+09,1.00E+00,8.18E+01,50.08
1.43E+09,1.00E+00,8.09E+01,50.12
1.43E+09,1.00E+00,8.03E+01,50.15
1.43E+09,1.00E+00,7.97E+01,50.19
1.43E+09,1.00E+00,7.92E+01,50.22
1.43E+09,1.00E+00,7.90E+01,50.26
1.43E+09,1.00E+00,7.89E+01,50.29
1.43E+09,1.00E+00,7.85E+01,50.33
1.43E+09,1.00E+00,7.84E+01,50.38
1.43E+09,1.00E+00,7.83E+01,50.40
1.43E+09,1.00E+00,7.83E+01,50.43
1.43E+09,1.00E+00,7.82E+01,50.46
1.43E+09,1.00E+00,7.82E+01,50.49
1.43E+09,1.00E+00,7.85E+01,50.52
1.43E+09,1.00E+00,7.86E+01,50.56
1.43E+09,1.00E+00,7.87E+01,50.58
1.43E+09,1.00E+00,7.90E+01,50.62
1.43E+09,1.00E+00,7.91E+01,50.67
1.43E+09,1.00E+00,7.95E+01,50.69
1.43E+09,1.00E+00,7.97E+01,50.72
1.43E+09,1.00E+00,7.99E+01,50.75
1.43E+09,1.00E+00,8.01E+01,50.78
1.43E+09,1.00E+00,8.03E+01,50.83
1.43E+09,1.00E+00,8.03E+01,50.87
1.43E+09,1.00E+00,8.06E+01,50.91
1.43E+09,1.00E+00,8.07E+01,50.94
1.43E+09,1.00E+00,8.07E+01,50.98
1.43E+09,1.00E+00,8.06E+01,51.01
1.43E+09,1.00E+00,8.07E+01,51.05
1.43E+09,1.00E+00,8.09E+01,51.09
1.43E+09,1.00E+00,8.09E+01,51.11
1.43E+09,1.00E+00,8.14E+01,51.14
1.43E+09,1.00E+00,8.17E+01,51.17
1.43E+09,1.00E+00,8.18E+01,51.21
1.43E+09,1.00E+00,8.22E+01,51.25
1.43E+09,1.00E+00,8.24E+01,51.28
1.43E+09,1.00E+00,8.28E+01,51.34
1.43E+09,1.00E+00,8.29E+01,51.35
1.43E+09,1.00E+00,8.33E+01,51.39
1.43E+09,1.00E+00,8.35E+01,51.42
1.43E+09,1.00E+00,8.35E+01,51.46
1.43E+09,1.00E+00,8.37E+01,51.48
1.43E+09,1.00E+00,8.35E+01,51.51
1.43E+09,1.00E+00,8.30E+01,51.54
1.43E+09,1.00E+00,8.26E+01,51.58
1.43E+09,1.00E+00,8.23E+01,51.61
1.43E+09,1.00E+00,8.18E+01,51.64
1.43E+09,1.00E+00,8.16E+01,51.67
1.43E+09,1.00E+00,8.11E+01,51.70
1.43E+09,1.00E+00,8.06E+01,51.74
1.43E+09,1.00E+00,8.04E+01,51.77
1.43E+09,1.00E+00,7.99E+01,51.80
1.43E+09,1.00E+00,7.93E+01,51.84
1.43E+09,1.00E+00,7.88E+01,51.88
1.43E+09,1.00E+00,7.83E+01,51.90
1.43E+09,1.00E+00,7.77E+01,51.94
1.43E+09,1.00E+00,7.74E+01,51.97
1.43E+09,1.00E+00,7.69E+01,52.01
1.43E+09,1.00E+00,7.67E+01,52.04
1.43E+09,1.00E+00,7.66E+01,52.06
1.43E+09,1.00E+00,7.67E+01,52.10
1.43E+09,1.00E+00,7.68E+01,52.14
1.43E+09,1.00E+00,7.70E+01,52.17
1.43E+09,1.00E+00,7.73E+01,52.20
1.43E+09,1.00E+00,7.80E+01,52.25
1.43E+09,1.00E+00,7.84E+01,52.27
1.43E+09,1.00E+00,7.88E+01,52.33
1.43E+09,1.00E+00,7.95E+01,52.37
1.43E+09,1.00E+00,7.98E+01,52.41
1.43E+09,1.00E+00,8.04E+01,52.44
1.43E+09,1.00E+00,8.08E+01,52.46
1.43E+09,1.00E+00,8.14E+01,52.50
1.43E+09,1.00E+00,8.19E+01,52.54
1.43E+09,1.00E+00,8.25E+01,52.57
1.43E+09,1.00E+00,8.31E+01,52.60
1.43E+09,1.00E+00,8.35E+01,52.63
1.43E+09,1.00E+00,8.39E+01,52.67
1.43E+09,1.00E+00,8.44E+01,52.71
1.43E+09,1.00E+00,8.48E+01,52.74
1.43E+09,1.00E+00,8.49E+01,52.76
1.43E+09,1.00E+00,8.52E+01,52.79
1.43E+09,1.00E+00,8.52E+01,52.83
1.43E+09,1.00E+00,8.53E+01,52.87
1.43E+09,1.00E+00,8.50E+01,52.90
1.43E+09,1.00E+00,8.48E+01,52.93
1.43E+09,1.00E+00,8.47E+01,52.96
1.43E+09,1.00E+00,8.45E+01,52.99
1.43E+09,1.00E+00,8.41E+01,53.02
1.43E+09,1.00E+00,8.42E+01,53.06
1.43E+09,1.00E+00,8.42E+01,53.11
1.43E+09,1.00E+00,8.42E+01,53.14
1.43E+09,9.44E-01,8.45E+01,53.17
1.43E+09,1.00E+00,8.47E+01,53.19
1.43E+09,1.00E+00,8.48E+01,53.23
1.43E+09,1.00E+00,8.48E+01,53.26
1.43E+09,1.00E+00,8.51E+01,53.29
1.43E+09,1.00E+00,8.50E+01,53.32
1.43E+09,1.00E+00,8.52E+01,53.35
1.43E+09,1.00E+00,8.53E+01,53.38
1.43E+09,1.00E+00,8.52E+01,53.42
1.43E+09,1.00E+00,8.54E+01,53.45
1.43E+09,1.00E+00,8.55E+01,53.49
1.43E+09,1.00E+00,8.54E+01,53.52
1.43E+09,1.00E+00,8.50E+01,53.56
1.43E+09,1.00E+00,8.45E+01,53.59
1.43E+09,1.00E+00,8.41E+01,53.61
1.43E+09,1.00E+00,8.36E+01,53.65
1.43E+09,1.00E+00,8.29E+01,53.68
1.43E+09,1.00E+00,8.24E+01,53.73
1.43E+09,1.00E+00,8.19E+01,53.75
1.43E+09,1.00E+00,8.14E+01,53.79
1.43E+09,1.00E+00,8.10E+01,53.82
1.43E+09,1.00E+00,8.07E+01,53.85
1.43E+09,1.00E+00,8.04E+01,53.89
1.43E+09,1.00E+00,8.02E+01,53.92
1.43E+09,1.00E+00,8.00E+01,53.96
1.43E+09,1.00E+00,8.00E+01,53.98
1.43E+09,1.00E+00,7.99E+01,54.01
1.43E+09,1.00E+00,8.00E+01,54.04
1.43E+09,1.00E+00,8.01E+01,54.08
1.43E+09,1.00E+00,8.03E+01,54.14
1.43E+09,1.00E+00,8.04E+01,54.16
1.43E+09,1.00E+00,8.05E+01,54.19
1.43E+09,1.00E+00,8.06E+01,54.22
1.43E+09,1.00E+00,8.08E+01,54.24
1.43E+09,1.00E+00,8.09E+01,54.27
1.43E+09,9.17E-01,8.09E+01,54.31
1.43E+09,1.00E+00,8.11E+01,54.35
1.43E+09,1.00E+00,8.15E+01,54.40
1.43E+09,1.00E+00,8.16E+01,54.42
1.43E+09,1.00E+00,8.17E+01,54.45
1.43E+09,1.00E+00,8.18E+01,54.48
1.43E+09,1.00E+00,8.20E+01,54.51
1.43E+09,1.00E+00,8.23E+01,54.55
1.43E+09,1.00E+00,8.25E+01,54.58
1.43E+09,1.00E+00,8.27E+01,54.61
1.43E+09,1.00E+00,8.30E+01,54.65
1.43E+09,1.00E+00,8.30E+01,54.67
1.43E+09,1.00E+00,8.29E+01,54.71
1.43E+09,1.00E+00,8.29E+01,54.75
1.43E+09,1.00E+00,8.22E+01,54.77
1.43E+09,1.00E+00,8.23E+01,54.81
1.43E+09,1.00E+00,8.19E+01,54.85
1.43E+09,1.00E+00,8.12E+01,54.88
1.43E+09,1.00E+00,8.06E+01,54.91
1.43E+09,1.00E+00,8.03E+01,54.94
1.43E+09,1.00E+00,7.96E+01,54.97
1.43E+09,1.00E+00,7.92E+01,55.01
1.43E+09,1.00E+00,7.88E+01,55.03
1.43E+09,1.00E+00,7.83E+01,55.07
1.43E+09,1.00E+00,7.80E+01,55.11
1.43E+09,1.00E+00,7.78E+01,55.16
1.43E+09,1.00E+00,7.76E+01,55.18
1.43E+09,1.00E+00,7.75E+01,55.21
1.43E+09,9.19E-01,7.73E+01,55.27
1.43E+09,1.00E+00,7.75E+01,55.30
1.43E+09,1.00E+00,7.76E+01,55.34
1.43E+09,1.00E+00,7.80E+01,55.37
1.43E+09,1.00E+00,7.83E+01,55.41
1.43E+09,1.00E+00,7.89E+01,55.44
1.43E+09,1.00E+00,7.91E+01,55.49
1.43E+09,1.00E+00,7.92E+01,55.51
1.43E+09,1.00E+00,7.97E+01,55.55
1.43E+09,1.00E+00,8.01E+01,55.58
1.43E+09,1.00E+00,8.01E+01,55.59
1.43E+09,1.00E+00,8.01E+01,55.67
1.43E+09,1.00E+00,7.99E+01,55.71
1.43E+09,1.00E+00,7.95E+01,55.75
1.43E+09,1.00E+00,7.91E+01,55.78
1.43E+09,1.00E+00,7.86E+01,55.81
1.43E+09,1.00E+00,7.80E+01,55.84
1.43E+09,1.00E+00,7.75E+01,55.87
1.43E+09,1.00E+00,7.70E+01,55.89
1.43E+09,1.00E+00,7.68E+01,55.94
1.43E+09,1.00E+00,7.67E+01,55.97
1.43E+09,1.00E+00,7.64E+01,56.00
1.43E+09,1.00E+00,7.60E+01,56.03
1.43E+09,1.00E+00,7.58E+01,56.06
1.43E+09,1.00E+00,7.54E+01,56.10
1.43E+09,1.00E+00,7.51E+01,56.14
1.43E+09,1.00E+00,7.48E+01,56.18
1.43E+09,1.00E+00,7.44E+01,56.20
1.43E+09,1.00E+00,7.41E+01,56.23
1.43E+09,1.00E+00,7.40E+01,56.27
1.43E+09,1.00E+00,7.38E+01,56.30
1.43E+09,1.00E+00,7.38E+01,56.33
1.43E+09,1.00E+00,7.38E+01,56.36
1.43E+09,1.00E+00,7.41E+01,56.40
1.43E+09,1.00E+00,7.46E+01,56.43
1.43E+09,1.00E+00,7.48E+01,56.45
1.43E+09,1.00E+00,7.53E+01,56.50
1.43E+09,1.00E+00,7.59E+01,56.52
1.43E+09,1.00E+00,7.63E+01,56.56
1.43E+09,1.00E+00,7.67E+01,56.59
1.43E+09,1.00E+00,7.71E+01,56.63
1.43E+09,1.00E+00,7.77E+01,56.66
1.43E+09,1.00E+00,7.79E+01,56.68
1.43E+09,1.00E+00,7.84E+01,56.73
1.43E+09,1.00E+00,7.85E+01,56.75
1.43E+09,1.00E+00,7.85E+01,56.79
1.43E+09,1.00E+00,7.85E+01,56.82
1.43E+09,1.00E+00,7.86E+01,56.86
1.43E+09,1.00E+00,7.85E+01,56.90
1.43E+09,1.00E+00,7.84E+01,56.94
