# timestamp, confidence, diameter,time from start
1.43E+09,1.00E+00,5.39E+01,3.55E+00
1.43E+09,1.00E+00,5.38E+01,3.58E+00
1.43E+09,1.00E+00,5.38E+01,3.63E+00
1.43E+09,1.00E+00,5.37E+01,3.68E+00
1.43E+09,1.00E+00,5.38E+01,3.70E+00
1.43E+09,1.00E+00,5.37E+01,3.75E+00
1.43E+09,1.00E+00,5.38E+01,3.78E+00
1.43E+09,1.00E+00,5.38E+01,3.83E+00
1.43E+09,1.00E+00,5.39E+01,3.86E+00
1.43E+09,1.00E+00,5.40E+01,3.89E+00
1.43E+09,1.00E+00,5.47E+01,3.93E+00
1.43E+09,1.00E+00,5.49E+01,3.97E+00
1.43E+09,1.00E+00,5.52E+01,4.01E+00
1.43E+09,1.00E+00,5.53E+01,4.04E+00
1.43E+09,1.00E+00,5.56E+01,4.07E+00
1.43E+09,1.00E+00,5.57E+01,4.11E+00
1.43E+09,1.00E+00,5.59E+01,4.16E+00
1.43E+09,1.00E+00,5.63E+01,4.21E+00
1.43E+09,1.00E+00,5.66E+01,4.25E+00
1.43E+09,1.00E+00,5.68E+01,4.29E+00
1.43E+09,1.00E+00,5.68E+01,4.33E+00
1.43E+09,1.00E+00,5.70E+01,4.37E+00
1.43E+09,1.00E+00,5.69E+01,4.40E+00
1.43E+09,1.00E+00,5.67E+01,4.43E+00
1.43E+09,1.00E+00,5.66E+01,4.47E+00
1.43E+09,1.00E+00,5.66E+01,4.51E+00
1.43E+09,1.00E+00,5.64E+01,4.55E+00
1.43E+09,1.00E+00,5.65E+01,4.59E+00
1.43E+09,1.00E+00,5.64E+01,4.64E+00
1.43E+09,1.00E+00,5.66E+01,4.68E+00
1.43E+09,1.00E+00,5.63E+01,4.70E+00
1.43E+09,1.00E+00,5.64E+01,4.72E+00
1.43E+09,1.00E+00,5.65E+01,4.75E+00
1.43E+09,1.00E+00,5.68E+01,4.78E+00
1.43E+09,1.00E+00,5.66E+01,4.81E+00
1.43E+09,1.00E+00,5.64E+01,4.84E+00
1.43E+09,1.00E+00,5.63E+01,4.87E+00
1.43E+09,1.00E+00,5.60E+01,4.90E+00
1.43E+09,1.00E+00,5.56E+01,4.94E+00
1.43E+09,1.00E+00,5.56E+01,4.98E+00
1.43E+09,1.00E+00,5.53E+01,5.01E+00
1.43E+09,1.00E+00,5.53E+01,5.05E+00
1.43E+09,1.00E+00,5.54E+01,5.09E+00
1.43E+09,1.00E+00,5.55E+01,5.12E+00
1.43E+09,1.00E+00,5.56E+01,5.14E+00
1.43E+09,1.00E+00,5.56E+01,5.17E+00
1.43E+09,1.00E+00,5.57E+01,5.20E+00
1.43E+09,1.00E+00,5.59E+01,5.23E+00
1.43E+09,1.00E+00,5.59E+01,5.27E+00
1.43E+09,1.00E+00,5.59E+01,5.31E+00
1.43E+09,1.00E+00,5.60E+01,5.34E+00
1.43E+09,1.00E+00,5.59E+01,5.37E+00
1.43E+09,1.00E+00,5.58E+01,5.41E+00
1.43E+09,1.00E+00,5.59E+01,5.44E+00
1.43E+09,1.00E+00,5.59E+01,5.48E+00
1.43E+09,1.00E+00,5.58E+01,5.51E+00
1.43E+09,1.00E+00,5.56E+01,5.54E+00
1.43E+09,1.00E+00,5.54E+01,5.58E+00
1.43E+09,1.00E+00,5.53E+01,5.60E+00
1.43E+09,1.00E+00,5.51E+01,5.64E+00
1.43E+09,1.00E+00,5.50E+01,5.66E+00
1.43E+09,1.00E+00,5.48E+01,5.70E+00
1.43E+09,1.00E+00,5.47E+01,5.73E+00
1.43E+09,1.00E+00,5.47E+01,5.76E+00
1.43E+09,1.00E+00,5.45E+01,5.80E+00
1.43E+09,1.00E+00,5.46E+01,5.83E+00
1.43E+09,1.00E+00,5.47E+01,5.87E+00
1.43E+09,1.00E+00,5.46E+01,5.91E+00
1.43E+09,1.00E+00,5.46E+01,5.95E+00
1.43E+09,1.00E+00,5.45E+01,5.97E+00
1.43E+09,1.00E+00,5.47E+01,6.00E+00
1.43E+09,1.00E+00,5.51E+01,6.03E+00
1.43E+09,1.00E+00,5.51E+01,6.06E+00
1.43E+09,1.00E+00,5.51E+01,6.10E+00
1.43E+09,1.00E+00,5.53E+01,6.13E+00
1.43E+09,1.00E+00,5.55E+01,6.16E+00
1.43E+09,1.00E+00,5.55E+01,6.20E+00
1.43E+09,1.00E+00,5.56E+01,6.24E+00
1.43E+09,1.00E+00,5.56E+01,6.30E+00
1.43E+09,1.00E+00,5.58E+01,6.33E+00
1.43E+09,1.00E+00,5.59E+01,6.37E+00
1.43E+09,1.00E+00,5.61E+01,6.41E+00
1.43E+09,1.00E+00,5.64E+01,6.43E+00
1.43E+09,8.53E-01,5.67E+01,6.46E+00
1.43E+09,1.00E+00,5.70E+01,6.50E+00
1.43E+09,8.99E-01,5.78E+01,6.53E+00
1.43E+09,9.54E-01,5.78E+01,6.58E+00
1.43E+09,1.00E+00,5.78E+01,6.60E+00
1.43E+09,1.00E+00,5.75E+01,6.63E+00
1.43E+09,1.00E+00,5.75E+01,6.66E+00
1.43E+09,1.00E+00,5.81E+01,6.69E+00
1.43E+09,1.00E+00,5.81E+01,6.72E+00
1.43E+09,1.00E+00,5.81E+01,6.76E+00
1.43E+09,1.00E+00,5.83E+01,6.80E+00
1.43E+09,1.00E+00,5.81E+01,6.83E+00
1.43E+09,1.00E+00,5.81E+01,6.86E+00
1.43E+09,1.00E+00,5.81E+01,6.89E+00
1.43E+09,1.00E+00,5.80E+01,6.92E+00
1.43E+09,1.00E+00,5.80E+01,6.96E+00
1.43E+09,1.00E+00,5.81E+01,6.99E+00
1.43E+09,1.00E+00,5.78E+01,7.02E+00
1.43E+09,1.00E+00,5.84E+01,7.05E+00
1.43E+09,1.00E+00,5.89E+01,7.09E+00
1.43E+09,9.28E-01,5.95E+01,7.12E+00
1.43E+09,1.00E+00,5.91E+01,7.15E+00
1.43E+09,1.00E+00,5.87E+01,7.18E+00
1.43E+09,1.00E+00,5.86E+01,7.22E+00
1.43E+09,1.00E+00,5.90E+01,7.26E+00
1.43E+09,1.00E+00,5.93E+01,7.29E+00
1.43E+09,1.00E+00,5.92E+01,7.33E+00
1.43E+09,1.00E+00,5.90E+01,7.36E+00
1.43E+09,1.00E+00,5.88E+01,7.38E+00
1.43E+09,1.00E+00,5.88E+01,7.42E+00
1.43E+09,1.00E+00,5.88E+01,7.45E+00
1.43E+09,1.00E+00,5.86E+01,7.48E+00
1.43E+09,1.00E+00,5.84E+01,7.51E+00
1.43E+09,1.00E+00,5.84E+01,7.55E+00
1.43E+09,1.00E+00,5.80E+01,7.58E+00
1.43E+09,1.00E+00,5.77E+01,7.63E+00
1.43E+09,1.00E+00,5.73E+01,7.65E+00
1.43E+09,9.81E-01,5.75E+01,7.71E+00
1.43E+09,1.00E+00,5.70E+01,7.75E+00
1.43E+09,1.00E+00,5.73E+01,7.78E+00
1.43E+09,9.76E-01,5.76E+01,7.82E+00
1.43E+09,9.93E-01,5.74E+01,7.85E+00
1.43E+09,9.90E-01,5.71E+01,7.89E+00
1.43E+09,1.00E+00,5.65E+01,7.91E+00
1.43E+09,1.00E+00,5.64E+01,7.94E+00
1.43E+09,1.00E+00,5.68E+01,7.97E+00
