# timestamp, confidence, diameter,time from start,diam conf 75,ticks
1429308721.91,1.00,78.90,189.18,78.90,
1429308721.95,1.00,78.93,189.22,78.93,
1429308721.98,1.00,78.96,189.25,78.96,
1429308722.00,1.00,78.97,189.27,78.97,
1429308722.04,1.00,78.96,189.31,78.96,
1429308722.07,1.00,78.85,189.34,78.85,
1429308722.10,1.00,78.93,189.37,78.93,
1429308722.14,1.00,78.62,189.41,78.62,
1429308722.18,1.00,78.72,189.45,78.72,
1429308722.21,1.00,78.15,189.48,78.15,
1429308722.24,0.00,0.00,189.51,,
1429308722.27,0.00,0.00,189.54,,
1429308722.31,0.00,0.00,189.58,,
1429308722.35,0.63,69.74,189.62,,
1429308722.37,0.74,73.80,189.64,,
1429308722.40,0.96,77.51,189.67,77.51,
1429308722.44,1.00,78.07,189.71,78.07,
1429308722.47,1.00,78.00,189.74,78.00,
1429308722.50,1.00,77.91,189.78,77.91,
1429308722.54,1.00,77.97,189.81,77.97,
1429308722.57,1.00,78.01,189.84,78.01,
1429308722.61,1.00,77.91,189.88,77.91,
1429308722.64,1.00,77.98,189.91,77.98,
1429308722.66,1.00,77.68,189.94,77.68,
1429308722.71,1.00,77.39,189.98,77.39,
1429308722.73,1.00,77.26,190.01,77.26,
1429308722.76,1.00,77.01,190.04,77.01,
1429308722.80,1.00,76.86,190.07,76.86,
1429308722.87,1.00,76.63,190.14,76.63,
1429308722.90,1.00,76.43,190.17,76.43,
1429308722.93,1.00,76.41,190.20,76.41,
1429308722.97,1.00,76.12,190.24,76.12,
1429308723.00,1.00,75.93,190.27,75.93,
1429308723.03,1.00,75.85,190.31,75.85,
1429308723.06,1.00,75.40,190.33,75.40,
1429308723.09,1.00,74.98,190.37,74.98,
1429308723.13,1.00,75.48,190.40,75.48,
1429308723.16,1.00,75.34,190.44,75.34,
1429308723.19,1.00,75.18,190.46,75.18,
1429308723.23,1.00,74.95,190.50,74.95,
1429308723.26,1.00,74.72,190.54,74.72,
1429308723.30,1.00,74.77,190.57,74.77,
1429308723.33,1.00,74.79,190.61,74.79,
1429308723.37,1.00,74.40,190.64,74.40,
1429308723.39,1.00,74.28,190.66,74.28,
1429308723.42,1.00,74.31,190.70,74.31,
1429308723.46,1.00,74.43,190.73,74.43,
1429308723.49,1.00,74.65,190.77,74.65,
1429308723.53,1.00,74.56,190.80,74.56,
1429308723.56,1.00,74.37,190.83,74.37,
1429308723.59,0.00,0.00,190.87,,
1429308723.62,1.00,74.07,190.89,74.07,
1429308723.65,0.98,74.15,190.93,74.15,
1429308723.69,0.98,74.10,190.96,74.10,
1429308723.72,1.00,74.13,190.99,74.13,
1429308723.76,1.00,74.37,191.03,74.37,
1429308723.79,0.98,74.32,191.06,74.32,
1429308723.82,0.96,74.61,191.10,74.61,
1429308723.86,0.94,74.64,191.13,74.64,
1429308723.89,0.97,74.78,191.17,74.78,
1429308723.91,0.95,74.92,191.19,74.92,
1429308723.95,0.96,75.12,191.22,75.12,
1429308723.98,0.92,74.79,191.25,74.79,
1429308724.02,0.95,75.36,191.30,75.36,
1429308724.05,1.00,75.43,191.32,75.43,
1429308724.08,1.00,75.35,191.35,75.35,
1429308724.12,0.78,73.30,191.39,73.30,
1429308724.15,0.00,0.00,191.42,,
1429308724.19,0.00,0.00,191.46,,
1429308724.22,0.00,0.00,191.50,,
1429308724.25,0.64,65.34,191.53,,
1429308724.28,1.00,73.35,191.55,73.35,
1429308724.32,1.00,74.33,191.59,74.33,
1429308724.35,1.00,74.49,191.62,74.49,
1429308724.38,1.00,74.43,191.65,74.43,
1429308724.41,1.00,74.55,191.69,74.55,
1429308724.45,1.00,74.60,191.72,74.60,
1429308724.49,1.00,74.76,191.76,74.76,
1429308724.51,1.00,74.50,191.79,74.50,
1429308724.55,1.00,74.34,191.82,74.34,
1429308724.58,1.00,74.32,191.86,74.32,
1429308724.62,1.00,74.35,191.89,74.35,
1429308724.65,1.00,74.45,191.93,74.45,
1429308724.69,1.00,74.51,191.96,74.51,
1429308724.72,1.00,74.62,191.99,74.62,
1429308724.74,1.00,74.66,192.02,74.66,
1429308724.78,1.00,74.79,192.05,74.79,
1429308724.81,1.00,74.78,192.09,74.78,
1429308724.84,1.00,74.61,192.12,74.61,
1429308724.88,1.00,74.33,192.15,74.33,
1429308724.91,1.00,74.33,192.19,74.33,
1429308724.95,1.00,74.46,192.23,74.46,
1429308724.98,1.00,74.62,192.26,74.62,
1429308725.00,1.00,74.66,192.28,74.66,
1429308725.05,0.00,0.00,192.32,,
1429308725.08,1.00,74.76,192.35,74.76,
1429308725.11,1.00,74.43,192.38,74.43,
1429308725.14,1.00,74.43,192.41,74.43,
1429308725.17,1.00,74.47,192.45,74.47,
1429308725.21,1.00,74.46,192.48,74.46,
1429308725.24,1.00,74.36,192.52,74.36,
1429308725.28,1.00,74.21,192.55,74.21,
1429308725.31,1.00,74.16,192.59,74.16,
1429308725.35,1.00,74.16,192.62,74.16,
1429308725.37,1.00,74.12,192.64,74.12,
1429308725.40,1.00,74.11,192.68,74.11,
1429308725.44,1.00,74.25,192.71,74.25,
1429308725.47,1.00,74.23,192.74,74.23,
1429308725.50,1.00,74.22,192.78,74.22,
1429308725.54,1.00,73.25,192.81,73.25,
1429308725.58,1.00,74.17,192.85,74.17,
1429308725.61,1.00,74.20,192.88,74.20,
1429308725.64,1.00,74.35,192.91,74.35,
1429308725.66,1.00,74.35,192.94,74.35,
1429308725.70,1.00,74.45,192.97,74.45,
1429308725.73,1.00,74.43,193.00,74.43,
1429308725.77,1.00,74.38,193.04,74.38,
1429308725.80,1.00,74.31,193.07,74.31,
1429308725.84,1.00,74.22,193.11,74.22,
1429308725.87,1.00,74.02,193.14,74.02,
1429308725.90,1.00,74.04,193.17,74.04,
1429308725.94,1.00,74.05,193.21,74.05,
1429308725.97,1.00,73.95,193.24,73.95,
1429308726.00,1.00,74.09,193.28,74.09,
1429308726.04,1.00,74.18,193.31,74.18,
1429308726.07,1.00,74.44,193.35,74.44,
1429308726.10,1.00,74.58,193.37,74.58,
1429308726.16,1.00,74.75,193.44,74.75,
1429308726.20,1.00,74.81,193.47,74.81,
1429308726.23,1.00,74.85,193.50,74.85,
1429308726.27,1.00,74.83,193.54,74.83,
1429308726.30,1.00,74.77,193.57,74.77,
1429308726.34,1.00,74.77,193.61,74.77,
1429308726.37,1.00,74.91,193.64,74.91,
1429308726.41,1.00,74.67,193.68,74.67,
1429308726.43,1.00,74.73,193.70,74.73,
1429308726.46,1.00,74.71,193.73,74.71,
1429308726.49,1.00,74.95,193.77,74.95,
1429308726.52,1.00,75.12,193.80,75.12,
1429308726.56,1.00,75.20,193.83,75.20,
1429308726.59,1.00,75.30,193.87,75.30,
1429308726.63,1.00,75.41,193.90,75.41,
1429308726.66,1.00,75.22,193.94,75.22,
1429308726.70,1.00,75.33,193.97,75.33,
1429308726.73,1.00,75.50,194.00,75.50,
1429308726.76,1.00,75.68,194.03,75.68,
1429308726.79,1.00,75.79,194.06,75.79,
1429308726.82,1.00,76.02,194.10,76.02,
1429308726.86,1.00,76.19,194.13,76.19,
1429308726.89,1.00,76.30,194.16,76.30,
1429308726.92,1.00,76.42,194.20,76.42,
1429308726.96,1.00,76.68,194.23,76.68,
1429308726.99,1.00,76.84,194.27,76.84,
1429308727.03,1.00,77.01,194.31,77.01,
1429308727.05,1.00,77.19,194.33,77.19,
1429308727.09,1.00,77.38,194.36,77.38,
1429308727.12,1.00,77.58,194.39,77.58,
1429308727.15,1.00,77.68,194.43,77.68,
1429308727.19,1.00,77.69,194.46,77.69,
1429308727.22,1.00,77.61,194.50,77.61,
1429308727.26,1.00,77.45,194.53,77.45,
1429308727.29,1.00,77.12,194.57,77.12,
1429308727.32,1.00,77.05,194.60,77.05,
1429308727.35,1.00,77.04,194.63,77.04,
1429308727.38,1.00,76.99,194.66,76.99,
1429308727.42,1.00,76.85,194.69,76.85,
1429308727.45,1.00,77.05,194.72,77.05,
1429308727.49,1.00,77.25,194.76,77.25,
1429308727.52,1.00,77.32,194.79,77.32,
1429308727.56,1.00,77.46,194.83,77.46,
1429308727.59,1.00,77.59,194.86,77.59,
1429308727.62,1.00,77.56,194.89,77.56,
1429308727.65,1.00,77.63,194.93,77.63,
1429308727.69,1.00,77.58,194.96,77.58,
1429308727.71,1.00,77.58,194.98,77.58,
1429308727.74,1.00,77.47,195.02,77.47,
1429308727.78,1.00,77.51,195.05,77.51,
1429308727.82,1.00,77.46,195.09,77.46,
1429308727.85,1.00,77.46,195.13,77.46,
1429308727.89,1.00,77.56,195.17,77.56,
1429308727.92,1.00,77.51,195.19,77.51,
1429308727.95,1.00,77.65,195.22,77.65,
1429308727.98,0.98,77.72,195.26,77.72,
1429308728.02,1.00,77.69,195.29,77.69,
1429308728.05,1.00,77.77,195.32,77.77,
1429308728.09,1.00,77.82,195.36,77.82,
1429308728.12,1.00,77.91,195.39,77.91,
1429308728.14,1.00,77.90,195.42,77.90,
1429308728.18,1.00,78.03,195.45,78.03,
1429308728.21,1.00,78.00,195.49,78.00,
1429308728.25,1.00,78.16,195.53,78.16,
1429308728.28,1.00,78.13,195.56,78.13,
1429308728.32,1.00,78.15,195.59,78.15,
1429308728.35,1.00,78.08,195.62,78.08,
1429308728.38,1.00,77.81,195.66,77.81,
1429308728.42,1.00,77.85,195.69,77.85,
1429308728.45,1.00,77.84,195.72,77.84,
1429308728.48,1.00,77.76,195.75,77.76,
1429308728.52,1.00,77.66,195.80,77.66,
1429308728.57,1.00,77.75,195.84,77.75,
1429308728.61,1.00,77.63,195.88,77.63,
1429308728.65,1.00,77.62,195.92,77.62,
1429308728.67,1.00,77.75,195.95,77.75,
1429308728.71,1.00,77.78,195.98,77.78,
1429308728.75,1.00,77.44,196.02,77.44,
1429308728.78,0.85,77.51,196.05,77.51,
1429308728.81,1.00,77.44,196.08,77.44,
1429308728.83,1.00,77.42,196.11,77.42,
1429308728.87,1.00,77.33,196.14,77.33,
1429308728.91,1.00,77.05,196.18,77.05,
1429308728.95,1.00,76.92,196.22,76.92,
1429308728.98,1.00,76.79,196.26,76.79,
1429308729.01,1.00,76.65,196.28,76.65,
1429308729.05,1.00,76.58,196.32,76.58,
1429308729.08,1.00,76.48,196.36,76.48,
1429308729.11,1.00,76.45,196.38,76.45,
1429308729.14,1.00,76.47,196.41,76.47,
1429308729.17,1.00,76.40,196.44,76.40,
1429308729.20,1.00,76.32,196.48,76.32,
1429308729.24,1.00,76.30,196.51,76.30,
1429308729.27,1.00,76.40,196.54,76.40,
1429308729.30,1.00,76.35,196.58,76.35,
1429308729.34,1.00,76.31,196.62,76.31,
1429308729.39,1.00,76.41,196.66,76.41,
1429308729.40,1.00,76.31,196.68,76.31,
1429308729.47,1.00,76.42,196.74,76.42,
1429308729.50,1.00,76.48,196.78,76.48,
1429308729.53,1.00,76.29,196.80,76.29,
1429308729.57,1.00,76.11,196.84,76.11,
1429308729.61,0.00,0.00,196.88,,
1429308729.70,0.00,0.00,196.98,,
1429308729.73,0.83,71.57,197.00,71.57,
1429308729.77,1.00,76.02,197.04,76.02,
1429308729.80,1.00,76.46,197.07,76.46,
1429308729.83,1.00,76.48,197.10,76.48,
1429308729.87,1.00,76.56,197.14,76.56,
1429308729.89,1.00,76.55,197.17,76.55,
1429308729.92,1.00,76.52,197.20,76.52,
1429308729.96,1.00,76.39,197.23,76.39,
1429308729.99,1.00,76.37,197.27,76.37,
1429308730.04,1.00,76.06,197.31,76.06,
1429308730.06,1.00,76.01,197.34,76.01,
1429308730.09,1.00,76.05,197.37,76.05,
1429308730.14,1.00,75.98,197.41,75.98,
1429308730.16,1.00,75.92,197.43,75.92,
1429308730.20,1.00,76.07,197.47,76.07,
1429308730.23,1.00,76.14,197.51,76.14,
1429308730.25,1.00,76.16,197.53,76.16,
1429308730.29,1.00,76.17,197.56,76.17,
1429308730.32,1.00,76.07,197.60,76.07,
1429308730.37,1.00,76.04,197.64,76.04,
1429308730.40,1.00,75.93,197.67,75.93,
1429308730.43,1.00,75.77,197.71,75.77,
1429308730.46,1.00,75.80,197.73,75.80,
1429308730.50,1.00,75.84,197.77,75.84,
1429308730.54,1.00,75.83,197.81,75.83,
1429308730.57,1.00,75.76,197.84,75.76,
1429308730.59,1.00,75.84,197.87,75.84,
1429308730.62,1.00,75.97,197.90,75.97,
1429308730.64,1.00,76.01,197.92,76.01,
1429308730.68,1.00,76.28,197.95,76.28,
1429308730.72,1.00,76.38,197.99,76.38,
1429308730.75,1.00,76.54,198.02,76.54,
1429308730.78,1.00,76.89,198.06,76.89,
1429308730.82,1.00,77.21,198.09,77.21,
1429308730.85,1.00,77.45,198.12,77.45,
1429308730.89,1.00,77.62,198.16,77.62,
1429308730.92,1.00,77.84,198.19,77.84,
1429308730.95,1.00,78.06,198.22,78.06,
1429308730.99,1.00,78.15,198.26,78.15,
1429308731.02,1.00,78.29,198.30,78.29,
1429308731.05,1.00,78.34,198.33,78.34,
1429308731.08,1.00,78.46,198.35,78.46,
1429308731.11,0.86,78.26,198.39,78.26,
1429308731.15,0.98,78.31,198.42,78.31,
1429308731.18,1.00,78.32,198.45,78.32,
1429308731.22,0.99,78.17,198.49,78.17,
1429308731.25,1.00,78.16,198.53,78.16,
1429308731.28,1.00,78.09,198.56,78.09,
1429308731.32,1.00,77.94,198.59,77.94,
1429308731.35,0.98,77.77,198.62,77.77,
1429308731.38,0.63,42.85,198.65,,
1429308731.41,0.00,0.00,198.68,,
1429308731.44,0.00,0.00,198.72,,
1429308731.47,0.00,0.00,198.75,,
1429308731.51,0.75,73.24,198.78,,
1429308731.54,0.91,77.06,198.82,77.06,
1429308731.58,0.96,77.29,198.85,77.29,
1429308731.62,0.98,77.18,198.89,77.18,
1429308731.65,0.99,77.10,198.92,77.10,
1429308731.68,1.00,77.04,198.96,77.04,
1429308731.71,1.00,76.99,198.98,76.99,
1429308731.74,1.00,76.96,199.01,76.96,
1429308731.77,1.00,76.75,199.05,76.75,
1429308731.81,1.00,76.72,199.08,76.72,
1429308731.84,1.00,76.57,199.11,76.57,
1429308731.88,1.00,76.33,199.15,76.33,
1429308731.91,1.00,76.19,199.18,76.19,
1429308731.94,1.00,76.08,199.22,76.08,
1429308731.97,1.00,75.85,199.24,75.85,
1429308732.00,1.00,75.60,199.27,75.60,
1429308732.03,1.00,75.48,199.31,75.48,
1429308732.07,1.00,75.54,199.34,75.54,
1429308732.10,1.00,75.55,199.38,75.55,
1429308732.14,1.00,75.37,199.41,75.37,
1429308732.17,0.98,75.64,199.44,75.64,
1429308732.20,1.00,75.64,199.48,75.64,
1429308732.24,1.00,75.70,199.51,75.70,
1429308732.28,1.00,75.72,199.55,75.72,
1429308732.31,0.85,75.40,199.58,75.40,
1429308732.34,0.00,0.00,199.61,,
1429308732.37,0.00,0.00,199.65,,
1429308732.41,0.00,0.00,199.68,,
1429308732.43,0.00,0.00,199.71,,
1429308732.47,0.00,0.00,199.74,,
1429308732.50,0.78,73.07,199.78,73.07,
1429308732.54,0.98,76.55,199.81,76.55,
1429308732.57,1.00,77.00,199.84,77.00,
1429308732.60,1.00,77.08,199.88,77.08,
1429308732.64,1.00,77.09,199.91,77.09,
1429308732.67,0.76,79.42,199.94,79.42,
1429308732.70,0.98,77.23,199.98,77.23,
1429308732.74,0.93,77.31,200.01,77.31,
1429308732.79,1.00,76.97,200.07,76.97,
1429308732.83,0.99,76.97,200.10,76.97,
1429308732.86,1.00,76.96,200.14,76.96,
1429308732.89,1.00,76.74,200.17,76.74,
1429308732.93,1.00,76.66,200.20,76.66,
1429308732.96,1.00,76.51,200.24,76.51,
1429308733.00,1.00,76.41,200.27,76.41,
1429308733.03,1.00,76.37,200.30,76.37,
1429308733.06,1.00,76.51,200.34,76.51,
1429308733.10,1.00,76.47,200.37,76.47,
1429308733.13,1.00,76.36,200.40,76.36,
1429308733.16,1.00,76.34,200.44,76.34,
1429308733.20,1.00,76.17,200.47,76.17,
1429308733.23,1.00,75.95,200.51,75.95,
1429308733.26,0.99,75.68,200.54,75.68,
1429308733.29,0.99,75.39,200.56,75.39,
1429308733.33,1.00,75.27,200.60,75.27,
1429308733.36,1.00,75.09,200.63,75.09,
1429308733.39,0.94,74.55,200.66,74.55,
1429308733.43,0.92,74.91,200.70,74.91,
1429308733.46,1.00,74.97,200.73,74.97,
1429308733.49,1.00,74.90,200.76,74.90,
1429308733.52,0.73,73.92,200.80,,
1429308733.56,1.00,75.02,200.84,75.02,
1429308733.59,1.00,75.09,200.87,75.09,
1429308733.63,1.00,74.98,200.90,74.98,
1429308733.66,1.00,74.85,200.93,74.85,
1429308733.70,1.00,74.81,200.97,74.81,
1429308733.72,1.00,74.54,200.99,74.54,
1429308733.75,1.00,74.80,201.03,74.80,
1429308733.79,1.00,74.66,201.06,74.66,
1429308733.82,1.00,74.49,201.09,74.49,
1429308733.86,1.00,74.16,201.13,74.16,
1429308733.89,1.00,73.86,201.16,73.86,
1429308733.92,1.00,73.77,201.20,73.77,
1429308733.96,0.76,76.54,201.23,76.54,
1429308733.99,1.00,72.78,201.27,72.78,
1429308734.02,1.00,72.63,201.30,72.63,
1429308734.04,1.00,72.10,201.32,72.10,
1429308734.08,1.00,72.05,201.35,72.05,
1429308734.11,1.00,72.22,201.39,72.22,
1429308734.15,1.00,72.16,201.42,72.16,
1429308734.19,1.00,72.07,201.46,72.07,
1429308734.22,1.00,72.17,201.49,72.17,
1429308734.25,1.00,72.20,201.53,72.20,
1429308734.28,1.00,72.43,201.56,72.43,
1429308734.32,1.00,72.63,201.59,72.63,
1429308734.35,1.00,72.67,201.62,72.67,
1429308734.37,1.00,72.64,201.65,72.64,
1429308734.41,1.00,72.52,201.69,72.52,
1429308734.45,1.00,72.48,201.72,72.48,
1429308734.48,1.00,72.47,201.75,72.47,
1429308734.51,1.00,72.48,201.78,72.48,
1429308734.55,1.00,72.28,201.82,72.28,
1429308734.58,1.00,72.18,201.85,72.18,
1429308734.61,1.00,72.11,201.89,72.11,
1429308734.65,1.00,71.86,201.92,71.86,
1429308734.68,1.00,71.76,201.96,71.76,
1429308734.72,1.00,71.69,201.99,71.69,
1429308734.75,1.00,71.64,202.02,71.64,
1429308734.77,1.00,71.60,202.05,71.60,
1429308734.81,1.00,71.62,202.08,71.62,
1429308734.84,1.00,71.62,202.11,71.62,
1429308734.87,1.00,71.52,202.15,71.52,
1429308734.91,1.00,71.41,202.19,71.41,
1429308734.94,1.00,71.45,202.21,71.45,
1429308734.98,1.00,71.85,202.25,71.85,
1429308735.01,0.91,72.20,202.29,72.20,
1429308735.04,1.00,71.48,202.31,71.48,
1429308735.07,1.00,71.62,202.34,71.62,
1429308735.11,1.00,71.72,202.38,71.72,
1429308735.14,1.00,71.96,202.41,71.96,
1429308735.17,1.00,72.12,202.45,72.12,
1429308735.21,1.00,72.31,202.48,72.31,
1429308735.24,1.00,72.42,202.52,72.42,
1429308735.27,1.00,72.42,202.55,72.42,
1429308735.31,1.00,72.50,202.58,72.50,
1429308735.34,1.00,72.45,202.62,72.45,
1429308735.37,1.00,72.42,202.64,72.42,
1429308735.40,1.00,72.42,202.67,72.42,
1429308735.44,1.00,72.30,202.71,72.30,
1429308735.47,1.00,72.28,202.74,72.28,
1429308735.50,1.00,72.21,202.78,72.21,
1429308735.54,1.00,72.16,202.81,72.16,
1429308735.57,1.00,72.25,202.84,72.25,
1429308735.61,1.00,71.94,202.88,71.94,
1429308735.64,1.00,72.16,202.91,72.16,
1429308735.67,1.00,72.21,202.94,72.21,
1429308735.71,1.00,72.53,202.98,72.53,
1429308735.74,1.00,72.93,203.01,72.93,
1429308735.78,1.00,73.23,203.05,73.23,
1429308735.80,1.00,73.59,203.08,73.59,
1429308735.83,1.00,73.63,203.10,73.63,
1429308735.86,0.99,73.67,203.13,73.67,
1429308735.90,0.95,73.70,203.17,73.70,
1429308735.93,0.81,74.33,203.20,74.33,
1429308735.97,0.90,74.05,203.24,74.05,
1429308736.00,0.97,74.05,203.27,74.05,
1429308736.03,1.00,74.18,203.31,74.18,
1429308736.10,0.94,74.42,203.37,74.42,
1429308736.13,0.90,74.71,203.41,74.71,
1429308736.17,0.92,75.06,203.44,75.06,
1429308736.20,0.91,75.25,203.47,75.25,
1429308736.22,1.00,75.69,203.50,75.69,
1429308736.26,0.98,75.99,203.53,75.99,
1429308736.29,0.99,76.22,203.57,76.22,
1429308736.33,0.90,76.38,203.60,76.38,
1429308736.36,0.88,76.20,203.63,76.20,
1429308736.39,0.95,76.24,203.67,76.24,
1429308736.43,0.90,76.23,203.70,76.23,
1429308736.46,0.81,77.27,203.74,77.27,
1429308736.49,0.76,77.88,203.77,77.88,
1429308736.53,0.92,77.11,203.81,77.11,
1429308736.56,0.92,77.24,203.84,77.24,
1429308736.59,0.82,76.90,203.86,76.90,
1429308736.62,0.87,76.88,203.89,76.88,
1429308736.66,0.88,77.04,203.93,77.04,
1429308736.69,0.91,76.89,203.96,76.89,
1429308736.72,0.86,76.84,204.00,76.84,
1429308736.75,0.82,77.54,204.03,77.54,
1429308736.79,0.80,77.44,204.07,77.44,
1429308736.82,0.87,77.10,204.10,77.10,
1429308736.86,0.91,77.05,204.13,77.05,
1429308736.99,0.79,77.39,204.27,77.39,
1429308737.01,0.79,77.00,204.29,77.00,
1429308737.04,0.77,77.01,204.31,77.01,
1429308737.06,0.79,76.60,204.34,76.60,
1429308737.10,0.84,76.50,204.37,76.50,
1429308737.12,0.77,77.22,204.40,77.22,
1429308737.15,0.84,76.22,204.42,76.22,
1429308737.18,0.81,76.45,204.46,76.45,
1429308737.22,0.86,76.26,204.49,76.26,
1429308737.25,0.87,76.13,204.53,76.13,
1429308737.29,0.85,75.97,204.56,75.97,
1429308737.33,0.89,75.83,204.60,75.83,
1429308737.35,0.83,75.73,204.62,75.73,
1429308737.38,0.97,75.68,204.65,75.68,
1429308737.42,0.98,75.84,204.69,75.84,
1429308737.45,0.95,75.75,204.73,75.75,
1429308737.48,0.93,75.69,204.76,75.69,
1429308737.51,0.95,75.66,204.79,75.66,
1429308737.55,0.95,75.73,204.82,75.73,
1429308737.59,0.95,75.74,204.86,75.74,
1429308737.62,1.00,75.71,204.89,75.71,
1429308737.65,0.88,75.61,204.93,75.61,
1429308737.69,0.89,75.64,204.96,75.64,
1429308737.71,0.91,75.48,204.98,75.48,
1429308737.74,0.93,75.30,205.02,75.30,
1429308737.78,0.98,75.16,205.05,75.16,
1429308737.81,0.94,74.95,205.09,74.95,
1429308737.85,1.00,74.55,205.12,74.55,
1429308737.88,1.00,74.17,205.15,74.17,
1429308737.92,1.00,74.04,205.19,74.04,
1429308737.95,1.00,73.89,205.22,73.89,
1429308737.98,1.00,73.65,205.26,73.65,
1429308738.02,1.00,73.47,205.29,73.47,
1429308738.05,1.00,73.19,205.32,73.19,
1429308738.07,1.00,73.23,205.35,73.23,
1429308738.11,1.00,73.11,205.38,73.11,
1429308738.14,1.00,73.06,205.42,73.06,
1429308738.17,1.00,73.27,205.45,73.27,
1429308738.21,1.00,73.25,205.48,73.25,
1429308738.25,0.92,73.20,205.52,73.20,
1429308738.27,1.00,73.37,205.55,73.37,
1429308738.31,1.00,73.45,205.58,73.45,
1429308738.34,1.00,73.30,205.62,73.30,
1429308738.38,1.00,73.23,205.65,73.23,
1429308738.41,1.00,73.34,205.68,73.34,
1429308738.44,1.00,73.10,205.71,73.10,
1429308738.47,1.00,72.90,205.75,72.90,
1429308738.51,1.00,72.59,205.78,72.59,
1429308738.54,1.00,72.65,205.81,72.65,
1429308738.57,1.00,72.47,205.84,72.47,
1429308738.61,1.00,72.41,205.88,72.41,
1429308738.64,1.00,72.39,205.91,72.39,
1429308738.67,1.00,72.36,205.95,72.36,
1429308738.71,1.00,72.29,205.98,72.29,
1429308738.74,1.00,72.31,206.01,72.31,
1429308738.77,1.00,72.35,206.05,72.35,
1429308738.80,1.00,72.18,206.07,72.18,
1429308738.83,1.00,72.14,206.10,72.14,
1429308738.87,1.00,72.12,206.14,72.12,
1429308738.90,1.00,72.24,206.18,72.24,
1429308738.94,1.00,72.27,206.21,72.27,
1429308738.97,1.00,72.45,206.24,72.45,
1429308739.00,1.00,72.56,206.28,72.56,
1429308739.04,0.98,72.86,206.31,72.86,
1429308739.07,1.00,72.87,206.34,72.87,
1429308739.10,1.00,72.92,206.38,72.92,
1429308739.14,1.00,72.91,206.41,72.91,
1429308739.18,1.00,73.10,206.45,73.10,
1429308739.20,1.00,72.98,206.48,72.98,
1429308739.24,0.98,73.17,206.51,73.17,
1429308739.27,1.00,73.26,206.55,73.26,
1429308739.30,1.00,73.45,206.57,73.45,
1429308739.33,1.00,73.66,206.60,73.66,
1429308739.39,1.00,74.17,206.67,74.17,
1429308739.43,1.00,74.45,206.70,74.45,
1429308739.46,1.00,74.87,206.74,74.87,
1429308739.50,0.97,75.23,206.77,75.23,
1429308739.53,1.00,75.51,206.80,75.51,
1429308739.57,1.00,75.64,206.84,75.64,
1429308739.59,1.00,75.84,206.87,75.84,
1429308739.62,1.00,75.72,206.90,75.72,
1429308739.66,1.00,75.56,206.93,75.56,
1429308739.69,1.00,75.47,206.97,75.47,
1429308739.73,1.00,75.65,207.00,75.65,
1429308739.76,1.00,75.77,207.03,75.77,
1429308739.79,0.98,75.86,207.07,75.86,
1429308739.83,1.00,76.04,207.10,76.04,
1429308739.86,0.99,76.00,207.13,76.00,
1429308739.90,0.98,76.16,207.17,76.16,
1429308739.93,0.99,76.46,207.20,76.46,
1429308739.95,0.97,76.50,207.23,76.50,
1429308739.99,0.89,76.52,207.26,76.52,
1429308740.02,0.88,76.37,207.30,76.37,
1429308740.06,0.97,76.17,207.33,76.17,
1429308740.09,0.98,75.97,207.36,75.97,
1429308740.13,0.98,75.87,207.40,75.87,
1429308740.16,0.99,76.06,207.43,76.06,
1429308740.20,0.99,76.13,207.47,76.13,
1429308740.23,0.97,76.06,207.50,76.06,
1429308740.25,0.98,76.12,207.52,76.12,
1429308740.29,1.00,75.98,207.56,75.98,
1429308740.32,1.00,75.87,207.60,75.87,
1429308740.35,0.99,75.58,207.62,75.58,
1429308740.39,0.98,75.16,207.66,75.16,
1429308740.42,0.96,75.12,207.69,75.12,
1429308740.45,0.97,75.02,207.73,75.02,
1429308740.49,0.98,75.00,207.76,75.00,
1429308740.52,0.98,74.87,207.80,74.87,
1429308740.56,0.99,74.95,207.83,74.95,
1429308740.59,0.99,75.09,207.86,75.09,
1429308740.62,0.99,75.09,207.89,75.09,
1429308740.65,0.97,75.26,207.92,75.26,
1429308740.68,0.97,75.33,207.96,75.33,
1429308740.71,0.91,75.13,207.99,75.13,
1429308740.75,0.96,75.39,208.02,75.39,
1429308740.78,0.97,75.17,208.06,75.17,
1429308740.82,1.00,75.19,208.09,75.19,
1429308740.85,0.99,75.00,208.13,75.00,
1429308740.89,0.99,74.94,208.16,74.94,
1429308740.91,0.98,74.73,208.18,74.73,
1429308740.94,0.97,74.63,208.22,74.63,
1429308740.98,0.96,74.48,208.25,74.48,
1429308741.01,0.84,74.03,208.29,74.03,
1429308741.04,0.00,0.00,208.32,,
1429308741.08,0.00,0.00,208.35,,
1429308741.11,0.00,0.00,208.39,,
1429308741.14,0.68,70.31,208.42,,
1429308741.18,0.88,73.26,208.46,73.26,
1429308741.22,1.00,74.36,208.49,74.36,
1429308741.25,0.97,74.61,208.52,74.61,
1429308741.28,0.97,74.71,208.56,74.71,
1429308741.32,0.97,74.62,208.59,74.62,
1429308741.35,0.98,74.59,208.62,74.59,
1429308741.38,0.99,74.72,208.65,74.72,
1429308741.41,0.98,74.78,208.68,74.78,
1429308741.44,0.88,74.78,208.71,74.78,
1429308741.47,0.96,74.71,208.75,74.71,
1429308741.51,0.93,74.89,208.79,74.89,
1429308741.54,0.99,74.49,208.81,74.49,
