# timestamp, confidence, diameter,time from start,diam conf 75,ticks
1429308846.94,1.00,77.06,314.22,77.06,
1429308846.98,1.00,77.16,314.25,77.16,
1429308847.01,1.00,77.25,314.28,77.25,
1429308847.05,1.00,77.28,314.32,77.28,
1429308847.07,1.00,77.28,314.35,77.28,
1429308847.10,1.00,77.30,314.38,77.30,
1429308847.14,1.00,77.24,314.41,77.24,
1429308847.17,1.00,77.25,314.45,77.25,
1429308847.21,1.00,77.44,314.48,77.44,
1429308847.24,1.00,77.62,314.52,77.62,
1429308847.28,1.00,77.60,314.55,77.60,
1429308847.30,1.00,77.72,314.57,77.72,
1429308847.34,1.00,77.69,314.61,77.69,
1429308847.37,1.00,77.83,314.65,77.83,
1429308847.40,1.00,77.72,314.68,77.72,
1429308847.44,1.00,77.86,314.71,77.86,
1429308847.47,1.00,77.88,314.74,77.88,
1429308847.51,1.00,77.92,314.78,77.92,
1429308847.54,1.00,78.02,314.82,78.02,
1429308847.57,1.00,77.99,314.85,77.99,
1429308847.60,1.00,78.01,314.87,78.01,
1429308847.64,1.00,77.90,314.91,77.90,
1429308847.66,1.00,77.90,314.94,77.90,
1429308847.70,1.00,77.88,314.97,77.88,
1429308847.73,1.00,77.80,315.00,77.80,
1429308847.76,1.00,77.91,315.04,77.91,
1429308847.80,1.00,77.97,315.07,77.97,
1429308847.84,1.00,77.95,315.11,77.95,
1429308847.87,1.00,77.91,315.14,77.91,
1429308847.90,1.00,77.86,315.18,77.86,
1429308847.94,1.00,77.64,315.21,77.64,
1429308847.97,1.00,77.89,315.24,77.89,
1429308848.00,1.00,77.97,315.28,77.97,
1429308848.03,1.00,78.03,315.30,78.03,
1429308848.06,1.00,78.10,315.33,78.10,
1429308848.09,1.00,77.96,315.37,77.96,
1429308848.13,1.00,77.86,315.40,77.86,
1429308848.16,1.00,77.68,315.44,77.68,
1429308848.20,1.00,77.56,315.47,77.56,
1429308848.23,1.00,77.62,315.50,77.62,
1429308848.27,1.00,77.38,315.54,77.38,
1429308848.30,1.00,77.42,315.57,77.42,
1429308848.33,1.00,77.19,315.61,77.19,
1429308848.36,1.00,77.13,315.64,77.13,
1429308848.40,1.00,77.07,315.67,77.07,
1429308848.43,1.00,77.08,315.70,77.08,
1429308848.46,1.00,77.14,315.73,77.14,
1429308848.49,1.00,77.06,315.76,77.06,
1429308848.53,0.91,76.85,315.80,76.85,
1429308848.59,1.00,76.55,315.87,76.55,
1429308848.63,1.00,76.44,315.90,76.44,
1429308848.66,1.00,76.44,315.94,76.44,
1429308848.70,1.00,76.39,315.97,76.39,
1429308848.72,1.00,76.40,315.99,76.40,
1429308848.75,1.00,76.38,316.03,76.38,
1429308848.79,1.00,76.27,316.06,76.27,
1429308848.82,1.00,76.22,316.09,76.22,
1429308848.86,1.00,76.14,316.13,76.14,
1429308848.89,1.00,76.15,316.16,76.15,
1429308848.92,1.00,76.07,316.20,76.07,
1429308848.96,0.99,76.00,316.23,76.00,
1429308848.99,0.98,76.05,316.27,76.05,
1429308849.02,1.00,75.83,316.29,75.83,
1429308849.05,1.00,75.73,316.33,75.73,
1429308849.08,1.00,75.58,316.36,75.58,
1429308849.12,0.99,75.40,316.40,75.40,
1429308849.15,1.00,75.27,316.43,75.27,
1429308849.19,1.00,75.28,316.46,75.28,
1429308849.22,0.98,75.34,316.49,75.34,
1429308849.26,1.00,75.09,316.53,75.09,
1429308849.29,1.00,75.00,316.57,75.00,
1429308849.32,1.00,74.95,316.60,74.95,
1429308849.34,1.00,75.05,316.62,75.05,
1429308849.38,0.90,75.02,316.65,75.02,
1429308849.41,1.00,75.11,316.69,75.11,
1429308849.45,1.00,75.23,316.72,75.23,
1429308849.48,1.00,75.25,316.76,75.25,
1429308849.51,1.00,75.39,316.79,75.39,
1429308849.55,1.00,75.42,316.82,75.42,
1429308849.58,1.00,75.60,316.86,75.60,
1429308849.62,1.00,75.70,316.89,75.70,
1429308849.65,1.00,75.72,316.93,75.72,
1429308849.69,1.00,75.59,316.96,75.59,
1429308849.72,1.00,75.18,316.99,75.18,
1429308849.74,1.00,75.80,317.01,75.80,
1429308849.77,1.00,75.72,317.05,75.72,
1429308849.81,1.00,75.70,317.08,75.70,
1429308849.85,1.00,75.88,317.12,75.88,
1429308849.88,1.00,75.93,317.15,75.93,
1429308849.91,1.00,75.89,317.18,75.89,
1429308849.95,1.00,75.70,317.22,75.70,
1429308849.98,1.00,75.67,317.26,75.67,
1429308850.01,1.00,75.51,317.29,75.51,
1429308850.05,1.00,75.64,317.32,75.64,
1429308850.09,1.00,75.70,317.36,75.70,
1429308850.11,1.00,76.04,317.39,76.04,
1429308850.15,1.00,76.15,317.42,76.15,
1429308850.18,1.00,76.30,317.45,76.30,
1429308850.21,1.00,76.46,317.48,76.46,
1429308850.24,1.00,76.43,317.52,76.43,
1429308850.27,1.00,76.35,317.55,76.35,
1429308850.31,1.00,76.28,317.58,76.28,
1429308850.35,1.00,76.28,317.62,76.28,
1429308850.38,1.00,76.37,317.65,76.37,
1429308850.41,1.00,76.58,317.69,76.58,
1429308850.44,1.00,75.69,317.71,75.69,
1429308850.47,1.00,76.89,317.74,76.89,
1429308850.51,1.00,76.95,317.78,76.95,
1429308850.54,1.00,77.00,317.81,77.00,
1429308850.57,1.00,77.20,317.85,77.20,
1429308850.61,1.00,77.16,317.88,77.16,
1429308850.64,1.00,77.13,317.91,77.13,
1429308850.67,1.00,77.16,317.95,77.16,
1429308850.71,1.00,77.05,317.98,77.05,
1429308850.73,1.00,76.90,318.01,76.90,
1429308850.77,1.00,76.69,318.04,76.69,
1429308850.80,1.00,76.43,318.07,76.43,
1429308850.83,1.00,76.21,318.11,76.21,
1429308850.87,1.00,76.15,318.14,76.15,
1429308850.90,1.00,75.87,318.18,75.87,
1429308850.94,1.00,75.72,318.21,75.72,
1429308850.97,1.00,75.47,318.25,75.47,
1429308851.00,0.96,75.44,318.28,75.44,
1429308851.03,1.00,75.08,318.30,75.08,
1429308851.06,1.00,74.72,318.33,74.72,
1429308851.09,1.00,74.56,318.37,74.56,
1429308851.14,1.00,74.62,318.41,74.62,
1429308851.18,1.00,74.60,318.45,74.60,
1429308851.20,1.00,74.69,318.47,74.69,
1429308851.23,1.00,74.77,318.50,74.77,
1429308851.27,1.00,74.87,318.54,74.87,
1429308851.30,1.00,74.98,318.57,74.98,
1429308851.34,1.00,75.02,318.61,75.02,
1429308851.37,1.00,75.01,318.64,75.01,
1429308851.40,1.00,75.09,318.67,75.09,
1429308851.44,1.00,75.16,318.71,75.16,
1429308851.47,1.00,75.15,318.74,75.15,
1429308851.49,1.00,75.11,318.76,75.11,
1429308851.53,1.00,75.07,318.80,75.07,
1429308851.56,1.00,74.84,318.83,74.84,
1429308851.59,1.00,74.86,318.87,74.86,
1429308851.63,1.00,74.62,318.90,74.62,
1429308851.66,0.97,74.57,318.93,74.57,
1429308851.70,1.00,74.34,318.97,74.34,
1429308851.73,1.00,74.14,319.00,74.14,
1429308851.76,1.00,74.14,319.04,74.14,
1429308851.79,1.00,74.11,319.06,74.11,
1429308851.82,1.00,74.08,319.09,74.08,
1429308851.89,1.00,74.13,319.16,74.13,
1429308851.92,1.00,74.00,319.20,74.00,
1429308851.96,1.00,73.26,319.23,73.26,
1429308851.99,1.00,73.63,319.26,73.63,
1429308852.02,1.00,73.37,319.30,73.37,
1429308852.06,1.00,73.26,319.34,73.26,
1429308852.09,1.00,73.00,319.37,73.00,
1429308852.12,1.00,72.95,319.39,72.95,
1429308852.15,1.00,72.67,319.43,72.67,
1429308852.19,1.00,72.92,319.46,72.92,
1429308852.22,1.00,72.65,319.49,72.65,
1429308852.25,1.00,72.71,319.53,72.71,
1429308852.29,1.00,72.57,319.56,72.57,
1429308852.32,1.00,72.70,319.60,72.70,
1429308852.35,1.00,72.75,319.63,72.75,
1429308852.39,1.00,72.81,319.66,72.81,
1429308852.42,1.00,72.93,319.70,72.93,
1429308852.46,1.00,72.95,319.73,72.95,
1429308852.49,0.99,72.73,319.76,72.73,
1429308852.51,1.00,72.76,319.78,72.76,
1429308852.55,1.00,72.78,319.82,72.78,
1429308852.58,1.00,72.78,319.86,72.78,
1429308852.61,1.00,72.88,319.89,72.88,
1429308852.65,1.00,72.75,319.93,72.75,
1429308852.68,1.00,72.66,319.95,72.66,
1429308852.72,1.00,72.52,319.99,72.52,
1429308852.75,1.00,72.46,320.02,72.46,
1429308852.79,1.00,72.27,320.06,72.27,
1429308852.82,1.00,72.14,320.09,72.14,
1429308852.86,1.00,72.06,320.13,72.06,
1429308852.89,1.00,71.80,320.16,71.80,
1429308852.91,1.00,71.69,320.18,71.69,
1429308852.95,1.00,71.58,320.22,71.58,
1429308852.98,1.00,71.41,320.25,71.41,
1429308853.01,1.00,71.18,320.29,71.18,
1429308853.05,1.00,71.14,320.32,71.14,
1429308853.08,1.00,70.90,320.36,70.90,
1429308853.11,1.00,70.65,320.38,70.65,
1429308853.14,1.00,70.38,320.42,70.38,
1429308853.18,1.00,70.13,320.46,70.13,
1429308853.22,1.00,70.04,320.49,70.04,
1429308853.25,1.00,69.94,320.52,69.94,
1429308853.28,1.00,69.96,320.56,69.96,
1429308853.31,1.00,69.91,320.58,69.91,
1429308853.35,1.00,69.96,320.62,69.96,
1429308853.38,1.00,69.88,320.65,69.88,
1429308853.41,1.00,70.27,320.68,70.27,
1429308853.44,1.00,70.49,320.71,70.49,
1429308853.47,1.00,70.58,320.75,70.58,
1429308853.52,1.00,70.78,320.80,70.78,
1429308853.55,1.00,71.03,320.82,71.03,
1429308853.58,1.00,71.33,320.85,71.33,
1429308853.61,1.00,71.54,320.88,71.54,
1429308853.64,1.00,71.71,320.91,71.71,
1429308853.68,1.00,71.95,320.95,71.95,
1429308853.70,1.00,72.31,320.98,72.31,
1429308853.74,1.00,72.44,321.01,72.44,
1429308853.77,1.00,72.91,321.05,72.91,
1429308853.81,1.00,72.99,321.08,72.99,
1429308853.84,1.00,73.23,321.11,73.23,
1429308853.88,1.00,73.06,321.15,73.06,
1429308853.91,1.00,73.17,321.18,73.17,
1429308853.93,1.00,73.07,321.21,73.07,
1429308853.97,1.00,72.88,321.24,72.88,
1429308854.00,1.00,72.69,321.27,72.69,
1429308854.04,1.00,72.39,321.31,72.39,
1429308854.07,1.00,72.22,321.35,72.22,
1429308854.10,1.00,71.98,321.38,71.98,
1429308854.14,1.00,71.83,321.41,71.83,
1429308854.17,1.00,71.64,321.44,71.64,
1429308854.21,1.00,71.50,321.48,71.50,
1429308854.24,1.00,71.41,321.51,71.41,
1429308854.28,0.98,71.17,321.55,71.17,
1429308854.29,1.00,70.91,321.57,70.91,
1429308854.33,1.00,70.63,321.60,70.63,
1429308854.36,1.00,70.55,321.64,70.55,
1429308854.40,1.00,70.35,321.67,70.35,
1429308854.43,1.00,70.32,321.71,70.32,
1429308854.47,1.00,69.99,321.74,69.99,
1429308854.50,1.00,69.70,321.77,69.70,
1429308854.53,1.00,69.32,321.81,69.32,
1429308854.57,1.00,69.15,321.84,69.15,
1429308854.60,1.00,68.97,321.87,68.97,
1429308854.63,1.00,68.70,321.90,68.70,
1429308854.66,1.00,68.49,321.93,68.49,
1429308854.69,1.00,68.40,321.97,68.40,
1429308854.73,1.00,68.09,322.00,68.09,
1429308854.76,1.00,67.83,322.03,67.83,
1429308854.79,1.00,67.44,322.07,67.44,
1429308854.83,1.00,67.37,322.10,67.37,
1429308854.86,1.00,67.03,322.14,67.03,
1429308854.90,0.87,66.58,322.17,66.58,
1429308854.93,0.00,0.00,322.20,,
1429308854.97,0.00,0.00,322.24,,
1429308855.00,0.74,65.15,322.27,,
1429308855.03,1.00,66.07,322.30,66.07,
1429308855.05,1.00,66.69,322.33,66.69,
1429308855.09,1.00,66.85,322.36,66.85,
1429308855.12,1.00,66.75,322.40,66.75,
1429308855.15,1.00,66.78,322.43,66.78,
1429308855.22,1.00,66.85,322.50,66.85,
1429308855.26,1.00,66.72,322.53,66.72,
1429308855.29,1.00,66.62,322.56,66.62,
1429308855.33,1.00,66.83,322.60,66.83,
1429308855.36,1.00,67.04,322.63,67.04,
1429308855.40,1.00,66.99,322.67,66.99,
1429308855.43,1.00,67.04,322.70,67.04,
1429308855.45,1.00,67.24,322.73,67.24,
1429308855.49,1.00,67.51,322.76,67.51,
1429308855.52,1.00,67.83,322.79,67.83,
1429308855.56,1.00,67.79,322.83,67.79,
1429308855.59,1.00,68.01,322.86,68.01,
1429308855.62,1.00,68.36,322.89,68.36,
1429308855.65,1.00,68.56,322.93,68.56,
1429308855.69,1.00,68.63,322.96,68.63,
1429308855.71,1.00,68.90,322.99,68.90,
1429308855.75,1.00,69.22,323.02,69.22,
1429308855.78,1.00,69.31,323.06,69.31,
1429308855.81,1.00,69.48,323.09,69.48,
1429308855.85,1.00,69.46,323.13,69.46,
1429308855.88,1.00,69.60,323.15,69.60,
1429308855.92,1.00,69.67,323.19,69.67,
1429308855.95,1.00,69.82,323.22,69.82,
1429308855.99,1.00,70.09,323.26,70.09,
1429308856.02,1.00,69.88,323.29,69.88,
1429308856.05,1.00,70.04,323.33,70.04,
1429308856.09,1.00,70.15,323.36,70.15,
1429308856.12,1.00,70.37,323.39,70.37,
1429308856.15,1.00,70.50,323.42,70.50,
1429308856.18,1.00,70.52,323.45,70.52,
1429308856.22,1.00,70.53,323.49,70.53,
1429308856.25,1.00,70.62,323.52,70.62,
1429308856.28,1.00,70.63,323.56,70.63,
1429308856.31,1.00,70.73,323.59,70.73,
1429308856.35,1.00,70.83,323.62,70.83,
1429308856.38,1.00,70.96,323.65,70.96,
1429308856.41,1.00,70.79,323.69,70.79,
1429308856.44,0.99,70.90,323.71,70.90,
1429308856.47,1.00,70.69,323.75,70.69,
1429308856.51,1.00,70.61,323.78,70.61,
1429308856.54,1.00,70.52,323.81,70.52,
1429308856.58,1.00,70.35,323.85,70.35,
1429308856.61,1.00,70.34,323.89,70.34,
1429308856.65,0.88,70.22,323.92,70.22,
1429308856.68,0.00,0.00,323.95,,
1429308856.71,0.00,0.00,323.99,,
1429308856.75,0.74,69.06,324.02,,
1429308856.77,1.00,70.07,324.05,70.07,
1429308856.80,1.00,70.39,324.08,70.39,
1429308856.84,1.00,70.46,324.11,70.46,
1429308856.87,1.00,70.63,324.15,70.63,
1429308856.91,1.00,70.84,324.18,70.84,
1429308856.94,1.00,71.10,324.22,71.10,
1429308856.97,0.97,71.56,324.25,71.56,
1429308857.01,1.00,71.81,324.28,71.81,
1429308857.05,1.00,71.89,324.32,71.89,
1429308857.08,1.00,71.90,324.35,71.90,
1429308857.10,1.00,72.12,324.37,72.12,
1429308857.14,1.00,72.36,324.41,72.36,
1429308857.17,1.00,72.32,324.44,72.32,
1429308857.20,1.00,72.19,324.48,72.19,
1429308857.24,1.00,71.97,324.51,71.97,
1429308857.27,1.00,71.91,324.55,71.91,
1429308857.31,1.00,71.43,324.58,71.43,
1429308857.34,0.92,71.72,324.61,71.72,
1429308857.36,1.00,71.44,324.64,71.44,
1429308857.40,1.00,71.36,324.67,71.36,
1429308857.43,1.00,71.17,324.70,71.17,
1429308857.47,1.00,71.13,324.74,71.13,
1429308857.50,1.00,71.09,324.77,71.09,
1429308857.53,1.00,71.29,324.81,71.29,
1429308857.57,1.00,70.96,324.84,70.96,
1429308857.60,1.00,70.99,324.87,70.99,
1429308857.64,1.00,71.03,324.91,71.03,
1429308857.67,1.00,71.12,324.95,71.12,
1429308857.70,1.00,71.17,324.97,71.17,
1429308857.73,1.00,71.18,325.01,71.18,
1429308857.76,1.00,71.24,325.04,71.24,
1429308857.80,1.00,71.23,325.07,71.23,
1429308857.83,1.00,71.44,325.10,71.44,
1429308857.87,0.99,71.70,325.14,71.70,
1429308857.90,1.00,71.62,325.18,71.62,
1429308858.03,1.00,71.99,325.30,71.99,
1429308858.06,1.00,72.26,325.33,72.26,
1429308858.09,1.00,72.28,325.37,72.28,
1429308858.13,1.00,72.14,325.40,72.14,
1429308858.16,1.00,72.09,325.43,72.09,
1429308858.19,1.00,71.94,325.47,71.94,
1429308858.23,1.00,71.90,325.50,71.90,
1429308858.26,1.00,71.68,325.54,71.68,
1429308858.30,1.00,71.53,325.57,71.53,
1429308858.32,1.00,71.49,325.59,71.49,
1429308858.35,1.00,71.19,325.63,71.19,
1429308858.39,1.00,71.27,325.66,71.27,
1429308858.43,1.00,71.23,325.71,71.23,
1429308858.47,1.00,70.79,325.74,70.79,
1429308858.52,1.00,70.78,325.79,70.78,
1429308858.56,1.00,70.67,325.83,70.67,
1429308858.59,1.00,70.74,325.86,70.74,
1429308858.62,1.00,70.55,325.90,70.55,
1429308858.66,1.00,69.67,325.93,69.67,
1429308858.69,0.88,70.41,325.96,70.41,
1429308858.73,1.00,70.44,326.00,70.44,
1429308858.76,1.00,70.40,326.04,70.40,
1429308858.79,1.00,70.44,326.07,70.44,
1429308858.82,0.00,0.00,326.09,,
1429308858.86,0.00,0.00,326.13,,
1429308858.89,0.00,0.00,326.16,,
1429308858.92,0.00,0.00,326.19,,
1429308858.95,0.79,69.45,326.23,69.45,
1429308858.98,1.00,70.47,326.26,70.47,
1429308859.02,1.00,71.00,326.29,71.00,
1429308859.05,1.00,70.81,326.33,70.81,
1429308859.09,1.00,71.09,326.36,71.09,
1429308859.12,1.00,71.22,326.40,71.22,
1429308859.16,1.00,71.30,326.43,71.30,
1429308859.19,1.00,71.20,326.46,71.20,
1429308859.21,1.00,71.32,326.49,71.32,
1429308859.25,1.00,71.32,326.52,71.32,
1429308859.28,1.00,71.21,326.56,71.21,
1429308859.31,1.00,71.17,326.59,71.17,
1429308859.35,1.00,71.37,326.62,71.37,
1429308859.38,1.00,71.34,326.66,71.34,
1429308859.42,1.00,71.43,326.69,71.43,
1429308859.45,0.00,0.00,326.73,,
1429308859.48,1.00,72.10,326.76,72.10,
1429308859.52,1.00,72.33,326.80,72.33,
1429308859.54,1.00,72.19,326.82,72.19,
1429308859.58,1.00,72.30,326.85,72.30,
1429308859.62,1.00,72.58,326.89,72.58,
1429308859.64,1.00,72.71,326.92,72.71,
1429308859.68,1.00,72.73,326.95,72.73,
1429308859.71,1.00,72.71,326.99,72.71,
1429308859.75,1.00,72.51,327.02,72.51,
1429308859.78,1.00,72.49,327.06,72.49,
1429308859.81,1.00,72.62,327.08,72.62,
1429308859.84,1.00,72.64,327.11,72.64,
1429308859.87,1.00,72.57,327.15,72.57,
1429308859.91,1.00,72.75,327.18,72.75,
1429308859.95,1.00,72.76,327.22,72.76,
1429308859.98,1.00,72.58,327.25,72.58,
1429308860.01,1.00,72.53,327.28,72.53,
1429308860.05,1.00,72.59,327.32,72.59,
1429308860.08,1.00,72.38,327.35,72.38,
1429308860.11,0.68,72.20,327.38,,
1429308860.14,1.00,72.18,327.42,72.18,
1429308860.18,1.00,72.19,327.45,72.19,
1429308860.21,1.00,72.34,327.49,72.34,
1429308860.24,1.00,72.48,327.51,72.48,
1429308860.27,0.85,71.33,327.54,71.33,
1429308860.30,1.00,72.67,327.58,72.67,
1429308860.34,1.00,72.49,327.62,72.49,
1429308860.37,1.00,72.55,327.65,72.55,
1429308860.41,1.00,72.68,327.68,72.68,
1429308860.44,1.00,72.76,327.72,72.76,
1429308860.47,1.00,72.93,327.75,72.93,
1429308860.50,1.00,73.16,327.77,73.16,
1429308860.53,0.98,73.14,327.80,73.14,
1429308860.56,1.00,73.27,327.84,73.27,
1429308860.60,1.00,73.50,327.87,73.50,
1429308860.63,1.00,73.30,327.91,73.30,
1429308860.67,1.00,73.30,327.94,73.30,
1429308860.70,1.00,73.05,327.97,73.05,
1429308860.74,1.00,73.00,328.01,73.00,
1429308860.77,1.00,72.79,328.04,72.79,
1429308860.79,1.00,72.65,328.07,72.65,
1429308860.83,1.00,72.77,328.10,72.77,
1429308860.87,1.00,72.83,328.14,72.83,
1429308860.90,1.00,72.71,328.17,72.71,
1429308860.93,1.00,72.75,328.21,72.75,
1429308860.97,1.00,72.93,328.24,72.93,
1429308861.00,1.00,73.08,328.27,73.08,
1429308861.03,1.00,73.24,328.31,73.24,
1429308861.07,1.00,73.35,328.34,73.35,
1429308861.10,1.00,73.35,328.38,73.35,
1429308861.14,1.00,73.25,328.41,73.25,
1429308861.16,1.00,73.13,328.43,73.13,
1429308861.20,1.00,73.02,328.47,73.02,
1429308861.23,1.00,72.70,328.50,72.70,
1429308861.26,1.00,72.60,328.54,72.60,
1429308861.29,1.00,72.62,328.57,72.62,
1429308861.32,1.00,72.63,328.60,72.63,
1429308861.36,1.00,72.59,328.63,72.59,
1429308861.40,1.00,72.86,328.67,72.86,
1429308861.43,1.00,72.95,328.70,72.95,
1429308861.47,1.00,73.01,328.74,73.01,
1429308861.50,1.00,73.07,328.77,73.07,
1429308861.53,1.00,73.13,328.80,73.13,
1429308861.56,1.00,73.23,328.83,73.23,
1429308861.59,1.00,73.26,328.87,73.26,
1429308861.62,1.00,73.15,328.90,73.15,
1429308861.66,1.00,73.11,328.93,73.11,
1429308861.70,1.00,73.11,328.97,73.11,
1429308861.73,1.00,73.17,329.00,73.17,
1429308861.76,1.00,73.23,329.04,73.23,
1429308861.83,1.00,73.31,329.10,73.31,
1429308861.85,1.00,73.32,329.12,73.32,
1429308861.89,1.00,73.40,329.16,73.40,
1429308861.92,1.00,73.64,329.19,73.64,
1429308861.96,1.00,73.78,329.23,73.78,
1429308861.99,1.00,73.90,329.26,73.90,
1429308862.02,1.00,74.07,329.29,74.07,
1429308862.06,0.88,74.10,329.33,74.10,
1429308862.09,1.00,74.36,329.36,74.36,
1429308862.12,0.98,74.30,329.40,74.30,
1429308862.16,0.88,74.49,329.43,74.49,
1429308862.19,0.88,74.22,329.46,74.22,
1429308862.23,0.73,74.61,329.50,,
1429308862.26,0.00,0.00,329.53,,
1429308862.28,0.00,0.00,329.56,,
1429308862.32,0.00,0.00,329.59,,
1429308862.35,0.00,0.00,329.63,,
1429308862.38,0.94,73.20,329.66,73.20,
1429308862.42,0.85,73.43,329.69,73.43,
1429308862.45,1.00,73.59,329.73,73.59,
1429308862.49,1.00,73.50,329.76,73.50,
1429308862.52,1.00,73.24,329.79,73.24,
1429308862.55,1.00,73.10,329.83,73.10,
1429308862.59,1.00,72.97,329.86,72.97,
1429308862.62,1.00,72.87,329.90,72.87,
1429308862.66,1.00,72.72,329.93,72.72,
1429308862.69,1.00,72.50,329.96,72.50,
1429308862.71,1.00,72.23,329.99,72.23,
1429308862.75,1.00,72.14,330.02,72.14,
1429308862.78,1.00,72.11,330.05,72.11,
1429308862.82,1.00,72.16,330.09,72.16,
1429308862.85,1.00,71.95,330.13,71.95,
1429308862.88,1.00,71.64,330.15,71.64,
1429308862.92,1.00,71.46,330.19,71.46,
1429308862.95,1.00,71.27,330.22,71.27,
1429308862.98,1.00,71.03,330.26,71.03,
1429308863.01,1.00,69.83,330.28,69.83,
1429308863.04,0.00,0.00,330.32,,
1429308863.08,0.00,0.00,330.35,,
1429308863.11,0.00,0.00,330.38,,
1429308863.14,0.00,0.00,330.42,,
1429308863.18,0.85,69.14,330.46,69.14,
1429308863.21,1.00,70.20,330.49,70.20,
1429308863.25,1.00,70.67,330.52,70.67,
1429308863.27,1.00,70.76,330.55,70.76,
1429308863.31,1.00,70.88,330.58,70.88,
1429308863.34,1.00,70.95,330.61,70.95,
1429308863.37,1.00,70.98,330.65,70.98,
1429308863.41,1.00,70.81,330.68,70.81,
1429308863.44,1.00,70.70,330.71,70.70,
1429308863.47,1.00,70.44,330.75,70.44,
1429308863.51,1.00,70.15,330.78,70.15,
1429308863.54,1.00,70.13,330.82,70.13,
1429308863.58,1.00,69.90,330.85,69.90,
1429308863.60,1.00,69.95,330.88,69.95,
1429308863.64,1.00,70.01,330.91,70.01,
1429308863.67,1.00,70.06,330.94,70.06,
1429308863.70,1.00,69.94,330.97,69.94,
1429308863.74,1.00,70.05,331.01,70.05,
1429308863.77,1.00,70.16,331.04,70.16,
1429308863.80,1.00,70.34,331.07,70.34,
1429308863.84,1.00,70.21,331.11,70.21,
1429308863.87,1.00,70.26,331.14,70.26,
1429308863.90,1.00,70.18,331.18,70.18,
1429308863.94,1.00,70.13,331.21,70.13,
1429308863.97,1.00,70.21,331.24,70.21,
1429308864.01,1.00,70.06,331.28,70.06,
1429308864.03,1.00,70.19,331.30,70.19,
1429308864.06,1.00,70.02,331.33,70.02,
1429308864.10,1.00,70.15,331.37,70.15,
1429308864.13,1.00,70.10,331.41,70.10,
1429308864.16,1.00,70.11,331.44,70.11,
1429308864.20,1.00,70.02,331.47,70.02,
1429308864.24,1.00,69.96,331.51,69.96,
1429308864.27,1.00,69.89,331.54,69.89,
1429308864.30,1.00,69.78,331.58,69.78,
1429308864.32,1.00,69.68,331.60,69.68,
1429308864.36,1.00,69.48,331.63,69.48,
1429308864.39,1.00,69.38,331.67,69.38,
1429308864.43,1.00,69.41,331.70,69.41,
1429308864.46,1.00,69.45,331.74,69.45,
1429308864.50,1.00,69.28,331.77,69.28,
1429308864.53,1.00,69.67,331.80,69.67,
1429308864.56,1.00,69.77,331.83,69.77,
1429308864.60,1.00,69.84,331.87,69.84,
1429308864.63,1.00,69.98,331.91,69.98,
1429308864.66,1.00,70.13,331.94,70.13,
1429308864.70,1.00,70.20,331.97,70.20,
1429308864.74,1.00,70.31,332.01,70.31,
1429308864.76,1.00,70.23,332.04,70.23,
1429308864.79,1.00,70.08,332.07,70.08,
1429308864.82,1.00,70.10,332.10,70.10,
1429308864.86,0.00,0.00,332.13,,
1429308864.89,0.00,0.00,332.16,,
1429308864.93,0.00,0.00,332.20,,
1429308864.96,0.00,0.00,332.23,,
1429308864.99,0.77,68.58,332.27,68.58,
1429308865.03,1.00,69.86,332.30,69.86,
1429308865.06,1.00,70.26,332.34,70.26,
1429308865.13,1.00,70.22,332.40,70.22,
1429308865.16,1.00,70.13,332.44,70.13,
1429308865.20,1.00,70.38,332.47,70.38,
1429308865.22,1.00,70.36,332.49,70.36,
1429308865.25,1.00,70.33,332.53,70.33,
1429308865.29,1.00,70.22,332.56,70.22,
1429308865.32,1.00,70.14,332.59,70.14,
1429308865.36,1.00,69.98,332.63,69.98,
1429308865.39,1.00,69.96,332.66,69.96,
1429308865.42,1.00,69.81,332.70,69.81,
1429308865.46,1.00,69.56,332.73,69.56,
1429308865.49,1.00,69.64,332.77,69.64,
1429308865.53,1.00,69.57,332.80,69.57,
1429308865.55,1.00,69.70,332.82,69.70,
1429308865.58,1.00,69.76,332.85,69.76,
1429308865.62,1.00,69.83,332.89,69.83,
1429308865.65,1.00,69.73,332.93,69.73,
1429308865.68,1.00,69.76,332.95,69.76,
1429308865.72,1.00,69.76,332.99,69.76,
1429308865.75,1.00,69.77,333.02,69.77,
1429308865.79,1.00,69.74,333.06,69.74,
1429308865.82,1.00,69.77,333.09,69.77,
1429308865.86,1.00,69.75,333.13,69.75,
1429308865.89,1.00,69.58,333.16,69.58,
1429308865.92,1.00,69.43,333.19,69.43,
1429308865.95,1.00,69.48,333.22,69.48,
1429308865.98,1.00,69.28,333.25,69.28,
1429308866.02,1.00,69.33,333.29,69.33,
1429308866.05,1.00,69.30,333.32,69.30,
1429308866.08,1.00,69.37,333.36,69.37,
1429308866.12,1.00,69.48,333.39,69.48,
1429308866.15,1.00,69.65,333.42,69.65,
1429308866.18,1.00,69.74,333.46,69.74,
1429308866.21,1.00,69.92,333.49,69.92,
1429308866.25,1.00,69.73,333.53,69.73,
1429308866.28,0.81,70.18,333.56,70.18,
1429308866.30,1.00,70.40,333.58,70.40,
1429308866.34,1.00,70.40,333.61,70.40,
1429308866.38,1.00,70.69,333.65,70.69,
1429308866.41,1.00,70.87,333.68,70.87,
1429308866.44,1.00,71.14,333.72,71.14,
1429308866.48,1.00,71.30,333.75,71.30,
1429308866.51,1.00,71.42,333.78,71.42,
