1.427908943387324095e+09,9.089418047827795277e-01,0.000000000000000000e+00,6.052159547805786577e-01,7.046750174628364505e-01,7.264443969726562500e+01
1.427908943427239895e+09,8.467695313687565450e-01,0.000000000000000000e+00,6.048954248428344282e-01,7.056749767727321654e-01,7.253212738037109375e+01
1.427908943447587967e+09,9.425071951000110193e-01,0.000000000000000000e+00,6.049138545989990456e-01,7.059217664930554914e-01,7.307907867431640625e+01
1.427908943484164000e+09,8.557989863052756219e-01,0.000000000000000000e+00,6.056456565856933594e-01,7.051010343763564059e-01,7.363189697265625000e+01
1.427908943511643887e+09,8.040852646578089402e-01,0.000000000000000000e+00,6.063028216361999734e-01,7.036651611328125222e-01,7.362457275390625000e+01
1.427908943544645071e+09,9.215683945004010669e-01,0.000000000000000000e+00,6.068188071250915083e-01,7.036188761393229463e-01,7.371410369873046875e+01
1.427908943576908112e+09,9.077143744759831323e-01,0.000000000000000000e+00,6.068365931510925071e-01,7.036769866943359819e-01,7.385822296142578125e+01
1.427908943606453896e+09,9.230212180535528610e-01,0.000000000000000000e+00,6.068189263343810591e-01,7.026532702975802902e-01,7.396955871582031250e+01
1.427908943652230978e+09,9.123640669713655171e-01,0.000000000000000000e+00,6.066993474960327148e-01,7.020758099026149779e-01,7.414915466308593750e+01
1.427908943681147099e+09,8.711733199127096317e-01,0.000000000000000000e+00,6.064698219299315962e-01,7.010810428195529687e-01,7.413637542724609375e+01
1.427908943749190092e+09,8.102715115414997893e-01,0.000000000000000000e+00,6.063487291336059348e-01,7.000699573092989958e-01,7.442971038818359375e+01
1.427908943778979063e+09,8.546391035170279871e-01,0.000000000000000000e+00,6.064618468284607156e-01,6.987024731106228348e-01,7.447394561767578125e+01
1.427908943812388897e+09,6.733239173703005065e-01,0.000000000000000000e+00,6.016118884086608665e-01,6.936201519436306917e-01,7.903269195556640625e+01
1.427908943843059063e+09,7.404774421507007709e-01,0.000000000000000000e+00,6.052430748939514604e-01,6.916165881686739958e-01,7.529122161865234375e+01
1.427908943875438929e+09,7.170053619645804233e-01,0.000000000000000000e+00,6.042563080787658469e-01,6.894492043389214286e-01,7.599900054931640625e+01
1.427908943909630060e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908943942882061e+09,7.504211161858238555e-01,0.000000000000000000e+00,6.031958103179931863e-01,6.869289398193358931e-01,7.726287078857421875e+01
1.427908943974545956e+09,7.669015646886264692e-01,0.000000000000000000e+00,6.059797167778014915e-01,6.871805614895291070e-01,7.584848785400390625e+01
1.427908944012484074e+09,7.986394392380731233e-01,0.000000000000000000e+00,6.063431143760681374e-01,6.854348500569661384e-01,7.600408935546875000e+01
1.427908944048882008e+09,7.931984635784102844e-01,0.000000000000000000e+00,6.064221978187560591e-01,6.825594584147135491e-01,7.647646331787109375e+01
1.427908944078452110e+09,7.056217357628297160e-01,0.000000000000000000e+00,6.077654838562012163e-01,6.801488664415147323e-01,7.659613800048828125e+01
1.427908944111109972e+09,7.437972871699739530e-01,0.000000000000000000e+00,6.095076680183411089e-01,6.786045074462890847e-01,7.666209411621093750e+01
1.427908944145036936e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944173127890e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944211689949e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944243563890e+09,6.072529442212580841e-01,0.000000000000000000e+00,5.538677453994751421e-01,6.804538091023762947e-01,7.763858795166015625e+01
1.427908944275465965e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944306926012e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944335015059e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944368731022e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944401050091e+09,7.202338135839474464e-01,0.000000000000000000e+00,5.878991603851317915e-01,6.506988949245876563e-01,7.746125030517578125e+01
1.427908944441032887e+09,7.155484200003280337e-01,0.000000000000000000e+00,5.864524245262145996e-01,6.487862057156033035e-01,7.876856994628906250e+01
1.427908944475589037e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944504766941e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944540664911e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944572112083e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944602679014e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944633517981e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944669173956e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944707398891e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944737195969e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944769299984e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944802733898e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944832969904e+09,8.020613532670902712e-01,0.000000000000000000e+00,5.877367734909058061e-01,6.348445680406358260e-01,7.894872283935546875e+01
1.427908944866483927e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.427908944898870945e+09,7.255546344700106731e-01,0.000000000000000000e+00,5.834730029106139915e-01,6.353567335340711830e-01,7.936782073974609375e+01
1.427908944930748940e+09,7.319177161631092998e-01,0.000000000000000000e+00,5.839761853218078391e-01,6.341619703504774996e-01,7.924742889404296875e+01
1.427908944961826086e+09,6.870003420367186697e-01,0.000000000000000000e+00,5.824467420578003374e-01,6.280270046657986382e-01,7.951106262207031250e+01
