# timestamp, confidence, diameter
1.428345460206696987e+09,1.000000000000000000e+00,6.945812225341796875e+01
1.428345460262552977e+09,1.000000000000000000e+00,6.865319061279296875e+01
1.428345460300672054e+09,9.113201233636901710e-01,6.764453125000000000e+01
1.428345460333956957e+09,1.000000000000000000e+00,6.725670623779296875e+01
1.428345460368081093e+09,1.000000000000000000e+00,6.699375915527343750e+01
1.428345460405638933e+09,1.000000000000000000e+00,6.674355316162109375e+01
1.428345460444766045e+09,1.000000000000000000e+00,6.645417022705078125e+01
1.428345460480021000e+09,1.000000000000000000e+00,6.628884124755859375e+01
1.428345460515142918e+09,1.000000000000000000e+00,6.608368682861328125e+01
1.428345460546930075e+09,1.000000000000000000e+00,6.587592315673828125e+01
1.428345460575223923e+09,1.000000000000000000e+00,6.565239715576171875e+01
1.428345460628739119e+09,1.000000000000000000e+00,6.577929687500000000e+01
1.428345460679523945e+09,1.000000000000000000e+00,6.555513763427734375e+01
1.428345460704473019e+09,1.000000000000000000e+00,6.562825012207031250e+01
1.428345460743427992e+09,1.000000000000000000e+00,6.562276458740234375e+01
1.428345460779407978e+09,1.000000000000000000e+00,6.576182556152343750e+01
1.428345460826698065e+09,1.000000000000000000e+00,6.569583892822265625e+01
1.428345460866723061e+09,1.000000000000000000e+00,6.599588775634765625e+01
1.428345460899904966e+09,1.000000000000000000e+00,6.645248413085937500e+01
1.428345460975476980e+09,1.000000000000000000e+00,6.707971191406250000e+01
1.428345461024214983e+09,1.000000000000000000e+00,6.741461181640625000e+01
1.428345461069936991e+09,1.000000000000000000e+00,6.723320770263671875e+01
1.428345461098696947e+09,1.000000000000000000e+00,6.733139801025390625e+01
1.428345461133706093e+09,1.000000000000000000e+00,6.713823699951171875e+01
1.428345461164812088e+09,1.000000000000000000e+00,6.680177307128906250e+01
1.428345461201508999e+09,1.000000000000000000e+00,6.691880798339843750e+01
1.428345461246160030e+09,1.000000000000000000e+00,6.669588470458984375e+01
1.428345461287833929e+09,1.000000000000000000e+00,6.642136383056640625e+01
1.428345461338809013e+09,1.000000000000000000e+00,6.602716827392578125e+01
1.428345461393469095e+09,1.000000000000000000e+00,6.617849731445312500e+01
1.428345461433886051e+09,8.491736414875858951e-01,6.709217834472656250e+01
1.428345461468405962e+09,1.000000000000000000e+00,6.695507049560546875e+01
1.428345461499835014e+09,1.000000000000000000e+00,6.645654296875000000e+01
1.428345461532577038e+09,1.000000000000000000e+00,6.629881286621093750e+01
1.428345461567008018e+09,1.000000000000000000e+00,6.628337097167968750e+01
1.428345461601849079e+09,1.000000000000000000e+00,6.636286163330078125e+01
1.428345461631752014e+09,1.000000000000000000e+00,6.646294403076171875e+01
1.428345461660125971e+09,1.000000000000000000e+00,6.679901885986328125e+01
1.428345461736310959e+09,1.000000000000000000e+00,6.711908721923828125e+01
1.428345461769470930e+09,1.000000000000000000e+00,6.729926300048828125e+01
1.428345461798105955e+09,1.000000000000000000e+00,6.744642639160156250e+01
1.428345461827096939e+09,1.000000000000000000e+00,6.748104858398437500e+01
1.428345461862255096e+09,1.000000000000000000e+00,6.753055572509765625e+01
1.428345461909651995e+09,1.000000000000000000e+00,6.761567687988281250e+01
1.428345461946553946e+09,1.000000000000000000e+00,6.762139892578125000e+01
1.428345461967402935e+09,1.000000000000000000e+00,6.771054077148437500e+01
1.428345462005395889e+09,1.000000000000000000e+00,6.800765991210937500e+01
1.428345462032685995e+09,1.000000000000000000e+00,6.799719238281250000e+01
1.428345462065216064e+09,1.000000000000000000e+00,6.785760498046875000e+01
1.428345462153443098e+09,1.000000000000000000e+00,6.808226013183593750e+01
